,CA_GM9_1,CA_GM9_10,CA_GM9_2,CA_GM9_3,CA_GM9_4,CA_GM9_6,CA_GM9_8,CA_GM9_9
CA_GM9_1,0.0,1.16315080980568,0.0,0.287682072451781,0.287682072451781,0.693147180559945,2.77258872223978,2.07944154167984
CA_GM9_10,1.16315080980568,0.0,0.0,0.980829253011726,1.16315080980568,1.67397643357167,2.07944154167984,2.77258872223978
CA_GM9_2,1.7204762420408,1.772013940021526,0.0,1.6900907518529757,1.6962774956932694,1.7418824491263762,2.1115966899741676,2.039321617295762
CA_GM9_3,0.287682072451781,0.980829253011726,0.0,0.0,0.470003629245736,0.693147180559945,2.77258872223978,2.07944154167984
CA_GM9_4,0.287682072451781,1.16315080980568,0.0,0.470003629245736,0.0,0.693147180559945,2.77258872223978,2.77258872223978
CA_GM9_6,0.693147180559945,1.67397643357167,0.0,0.693147180559945,0.693147180559945,0.0,2.77258872223978,1.67397643357167
CA_GM9_8,2.77258872223978,2.07944154167984,0.0,2.77258872223978,2.77258872223978,2.77258872223978,0.0,0.826678573184468
CA_GM9_9,2.07944154167984,2.77258872223978,0.0,2.07944154167984,2.77258872223978,1.67397643357167,0.826678573184468,0.0
