,CA_GM11_1,CA_GM11_10,CA_GM11_11,CA_GM11_12,CA_GM11_13,CA_GM11_14,CA_GM11_15,CA_GM11_16,CA_GM11_2,CA_GM11_3,CA_GM11_4,CA_GM11_5
CA_GM11_1,0.0,1.803294251257192,1.7146035092918288,2.169118520822493,2.0471622148394437,1.700496499207571,1.7845358449834479,1.7914620655272793,1.714056589007887,1.761235059176042,1.7807191273325331,1.769862123172244
CA_GM11_10,0.0,0.0,0.470003629245736,1.67397643357167,2.77258872223978,0.575364144903562,0.287682072451781,0.13353139262452302,0.575364144903562,0.0645385211375712,0.287682072451781,0.13353139262452302
CA_GM11_11,0.0,0.470003629245736,0.0,1.38629436111989,1.67397643357167,0.13353139262452302,0.374693449441411,0.470003629245736,0.20763936477824396,0.374693449441411,0.575364144903562,0.287682072451781
CA_GM11_12,0.0,1.67397643357167,1.38629436111989,0.0,1.16315080980568,1.67397643357167,1.67397643357167,1.38629436111989,1.38629436111989,1.67397643357167,1.38629436111989,1.38629436111989
CA_GM11_13,0.0,2.77258872223978,1.67397643357167,1.16315080980568,0.0,2.07944154167984,2.77258872223978,2.07944154167984,1.67397643357167,2.77258872223978,2.07944154167984,2.07944154167984
CA_GM11_14,0.0,0.575364144903562,0.13353139262452302,1.67397643357167,2.07944154167984,0.0,0.374693449441411,0.575364144903562,0.20763936477824396,0.470003629245736,0.693147180559945,0.374693449441411
CA_GM11_15,0.0,0.287682072451781,0.374693449441411,1.67397643357167,2.77258872223978,0.374693449441411,0.0,0.287682072451781,0.374693449441411,0.20763936477824396,0.374693449441411,0.287682072451781
CA_GM11_16,0.0,0.13353139262452302,0.470003629245736,1.38629436111989,2.07944154167984,0.575364144903562,0.287682072451781,0.0,0.575364144903562,0.20763936477824396,0.13353139262452302,0.13353139262452302
CA_GM11_2,0.0,0.575364144903562,0.20763936477824396,1.38629436111989,1.67397643357167,0.20763936477824396,0.374693449441411,0.575364144903562,0.0,0.470003629245736,0.693147180559945,0.374693449441411
CA_GM11_3,0.0,0.0645385211375712,0.374693449441411,1.67397643357167,2.77258872223978,0.470003629245736,0.20763936477824396,0.20763936477824396,0.470003629245736,0.0,0.374693449441411,0.20763936477824396
CA_GM11_4,0.0,0.287682072451781,0.575364144903562,1.38629436111989,2.07944154167984,0.693147180559945,0.374693449441411,0.13353139262452302,0.693147180559945,0.374693449441411,0.0,0.287682072451781
CA_GM11_5,0.0,0.13353139262452302,0.287682072451781,1.38629436111989,2.07944154167984,0.374693449441411,0.287682072451781,0.13353139262452302,0.374693449441411,0.20763936477824396,0.287682072451781,0.0
CA_GM11_6,0.0,0.470003629245736,0.470003629245736,1.38629436111989,2.07944154167984,0.575364144903562,0.374693449441411,0.287682072451781,0.575364144903562,0.374693449441411,0.287682072451781,0.470003629245736
CA_GM11_7,0.0,0.20763936477824396,0.374693449441411,1.67397643357167,1.67397643357167,0.470003629245736,0.374693449441411,0.20763936477824396,0.470003629245736,0.13353139262452302,0.374693449441411,0.20763936477824396
CA_GM11_8,0.0,1.16315080980568,1.38629436111989,2.77258872223978,2.77258872223978,1.38629436111989,1.16315080980568,0.980829253011726,1.67397643357167,1.38629436111989,0.980829253011726,1.16315080980568
CA_GM11_9,0.0,0.20763936477824396,0.575364144903562,1.38629436111989,2.07944154167984,0.693147180559945,0.374693449441411,0.0645385211375712,0.693147180559945,0.287682072451781,0.20763936477824396,0.20763936477824396
