,CA_GM32_1,CA_GM32_10,CA_GM32_11,CA_GM32_12,CA_GM32_13,CA_GM32_14,CA_GM32_15,CA_GM32_16,CA_GM32_17,CA_GM32_18,CA_GM32_19,CA_GM32_2
CA_GM32_1,0.0,0.575364144903562,2.07944154167984,1.16315080980568,1.38629436111989,0.0,2.77258872223978,0.0,1.67397643357167,1.38629436111989,0.0,1.16315080980568
CA_GM32_10,0.575364144903562,0.0,2.150478054760083,1.67397643357167,1.67397643357167,0.0,2.77258872223978,0.0,2.07944154167984,1.67397643357167,0.0,2.77258872223978
CA_GM32_11,2.07944154167984,2.0294822468231315,0.0,2.07944154167984,2.77258872223978,0.0,2.77258872223978,0.0,1.9617034817639913,2.77258872223978,0.0,2.07944154167984
CA_GM32_12,1.16315080980568,1.67397643357167,2.07944154167984,0.0,0.575364144903562,0.0,2.07944154167984,0.0,0.826678573184468,0.826678573184468,0.0,0.826678573184468
CA_GM32_13,1.38629436111989,1.67397643357167,2.77258872223978,0.575364144903562,0.0,0.0,1.38629436111989,0.0,1.16315080980568,0.826678573184468,0.0,1.16315080980568
CA_GM32_14,1.788107504969768,1.8339602264616104,2.0830841001178038,1.953644336966133,1.9190575412096458,0.0,2.0494069907071504,0.0,1.9192945319105381,1.9282760259313478,0.0,1.8324005055950758
CA_GM32_15,2.77258872223978,2.77258872223978,2.77258872223978,2.07944154167984,1.38629436111989,0.0,0.0,0.0,0.980829253011726,1.67397643357167,0.0,2.0367057779876823
CA_GM32_16,1.7881075049697681,1.8339602264616102,2.0830841001178038,1.9536443369661334,1.919057541209646,0.0,2.0494069907071504,0.0,1.9192945319105381,1.9282760259313478,0.0,1.832400505595076
CA_GM32_17,1.67397643357167,2.07944154167984,2.142401663364674,0.826678573184468,1.16315080980568,0.0,0.980829253011726,0.0,0.0,0.980829253011726,0.0,1.38629436111989
CA_GM32_18,1.38629436111989,1.67397643357167,2.77258872223978,0.826678573184468,0.826678573184468,0.0,1.67397643357167,0.0,0.980829253011726,0.0,0.0,1.38629436111989
CA_GM32_19,1.7881075049697681,1.8339602264616102,2.083084100117804,1.9536443369661332,1.9190575412096458,0.0,2.049406990707151,0.0,1.9192945319105386,1.9282760259313476,0.0,1.832400505595076
CA_GM32_2,1.16315080980568,2.77258872223978,2.07944154167984,0.826678573184468,1.16315080980568,0.0,2.221900603205429,0.0,1.38629436111989,1.38629436111989,0.0,0.0
CA_GM32_20,2.77258872223978,1.67397643357167,1.67397643357167,2.07944154167984,1.67397643357167,0.0,1.38629436111989,0.0,1.38629436111989,1.38629436111989,0.0,2.77258872223978
CA_GM32_21,2.77258872223978,2.2024198552635195,0.826678573184468,2.07944154167984,2.77258872223978,0.0,2.77258872223978,0.0,2.1982870575290554,2.07944154167984,0.0,2.77258872223978
CA_GM32_22,1.16315080980568,0.980829253011726,2.77258872223978,0.826678573184468,1.16315080980568,0.0,2.07944154167984,0.0,1.16315080980568,1.67397643357167,0.0,1.67397643357167
CA_GM32_25,0.980829253011726,1.16315080980568,2.77258872223978,1.38629436111989,0.980829253011726,0.0,1.38629436111989,0.0,1.67397643357167,1.16315080980568,0.0,2.07944154167984
CA_GM32_3,1.38629436111989,1.67397643357167,2.77258872223978,0.980829253011726,1.67397643357167,0.0,2.07944154167984,0.0,1.67397643357167,1.38629436111989,0.0,0.826678573184468
CA_GM32_4,1.38629436111989,1.38629436111989,2.77258872223978,2.07944154167984,1.38629436111989,0.0,2.77258872223978,0.0,2.07944154167984,2.07944154167984,0.0,1.16315080980568
CA_GM32_5,1.16315080980568,1.67397643357167,2.77258872223978,1.38629436111989,1.67397643357167,0.0,2.07944154167984,0.0,1.38629436111989,2.07944154167984,0.0,0.826678573184468
CA_GM32_6,2.07944154167984,1.67397643357167,2.07944154167984,1.67397643357167,1.67397643357167,0.0,2.07944154167984,0.0,1.67397643357167,2.07944154167984,0.0,0.826678573184468
CA_GM32_7,1.67397643357167,2.07944154167984,2.77258872223978,1.38629436111989,2.07944154167984,0.0,2.77258872223978,0.0,1.38629436111989,1.38629436111989,0.0,0.693147180559945
CA_GM32_8,1.16315080980568,1.38629436111989,2.77258872223978,1.67397643357167,1.67397643357167,0.0,2.3167453272204104,0.0,1.67397643357167,2.07944154167984,0.0,1.16315080980568
CA_GM32_9,0.826678573184468,1.16315080980568,2.77258872223978,1.67397643357167,1.67397643357167,0.0,2.4940627521498384,0.0,1.67397643357167,2.07944154167984,0.0,1.16315080980568
