,CA_GM12_1,CA_GM12_11,CA_GM12_15b,CA_GM12_3,CA_GM12_4,CA_GM12_6,CA_GM12_7,CA_GM12_8,CA_GM12_9
CA_GM12_1,0.0,2.1486071511552,1.8854832574123728,1.7970481823366131,1.8304153102071097,1.9424101389123387,1.8154751398037277,1.8296506003474975,1.7579032415451972
CA_GM12_11,0.0,0.0,0.826678573184468,2.77258872223978,1.67397643357167,1.67397643357167,2.07944154167984,1.67397643357167,1.67397643357167
CA_GM12_15b,0.0,0.826678573184468,0.0,1.38629436111989,2.07944154167984,1.67397643357167,1.38629436111989,1.38629436111989,0.980829253011726
CA_GM12_3,0.0,2.77258872223978,1.38629436111989,0.0,1.67397643357167,1.67397643357167,0.826678573184468,1.67397643357167,1.38629436111989
CA_GM12_4,0.0,1.67397643357167,2.07944154167984,1.67397643357167,0.0,0.826678573184468,0.980829253011726,1.16315080980568,1.16315080980568
CA_GM12_6,0.0,1.67397643357167,1.67397643357167,1.67397643357167,0.826678573184468,0.0,0.470003629245736,1.16315080980568,1.16315080980568
CA_GM12_7,0.0,2.07944154167984,1.38629436111989,0.826678573184468,0.980829253011726,0.470003629245736,0.0,0.693147180559945,1.67397643357167
CA_GM12_8,0.0,1.67397643357167,1.38629436111989,1.67397643357167,1.16315080980568,1.16315080980568,0.693147180559945,0.0,2.07944154167984
CA_GM12_9,0.0,1.67397643357167,0.980829253011726,1.38629436111989,1.16315080980568,1.16315080980568,1.67397643357167,2.07944154167984,0.0
