,CA_GM10_1,CA_GM10_10,CA_GM10_11,CA_GM10_12,CA_GM10_13,CA_GM10_14,CA_GM10_15,CA_GM10_16,CA_GM10_17,CA_GM10_19,CA_GM10_2,CA_GM10_20
CA_GM10_1,0.0,1.67397643357167,0.826678573184468,2.07944154167984,1.38629436111989,2.07944154167984,2.2985568448904155,2.07944154167984,1.67397643357167,1.16315080980568,1.16315080980568,1.67397643357167
CA_GM10_10,1.67397643357167,0.0,1.38629436111989,2.07944154167984,1.67397643357167,2.07944154167984,1.16315080980568,0.980829253011726,2.07944154167984,2.77258872223978,1.38629436111989,2.07944154167984
CA_GM10_11,0.826678573184468,1.38629436111989,0.0,2.07944154167984,0.980829253011726,1.16315080980568,1.67397643357167,2.07944154167984,1.16315080980568,0.826678573184468,1.38629436111989,1.38629436111989
CA_GM10_12,2.07944154167984,2.07944154167984,2.07944154167984,0.0,2.07944154167984,1.67397643357167,2.07944154167984,1.67397643357167,1.67397643357167,2.07944154167984,2.0075290357575826,1.38629436111989
CA_GM10_13,1.38629436111989,1.67397643357167,0.980829253011726,2.07944154167984,0.0,0.374693449441411,1.38629436111989,1.16315080980568,1.38629436111989,0.980829253011726,1.67397643357167,1.16315080980568
CA_GM10_14,2.07944154167984,2.07944154167984,1.16315080980568,1.67397643357167,0.374693449441411,0.0,0.826678573184468,0.980829253011726,0.980829253011726,0.980829253011726,2.07944154167984,1.16315080980568
CA_GM10_15,1.7029487548499664,1.16315080980568,1.67397643357167,2.07944154167984,1.38629436111989,0.826678573184468,0.0,0.980829253011726,0.980829253011726,1.16315080980568,1.8450410766002312,1.38629436111989
CA_GM10_16,2.07944154167984,0.980829253011726,2.07944154167984,1.67397643357167,1.16315080980568,0.980829253011726,0.980829253011726,0.0,1.16315080980568,0.980829253011726,1.38629436111989,1.38629436111989
CA_GM10_17,1.67397643357167,2.07944154167984,1.16315080980568,1.67397643357167,1.38629436111989,0.980829253011726,0.980829253011726,1.16315080980568,0.0,0.980829253011726,2.07944154167984,0.575364144903562
CA_GM10_19,1.16315080980568,2.77258872223978,0.826678573184468,2.07944154167984,0.980829253011726,0.980829253011726,1.16315080980568,0.980829253011726,0.980829253011726,0.0,0.826678573184468,0.980829253011726
CA_GM10_2,1.16315080980568,1.38629436111989,1.38629436111989,2.257698607920232,1.67397643357167,2.07944154167984,2.2696659470265614,1.38629436111989,2.07944154167984,0.826678573184468,0.0,1.67397643357167
CA_GM10_20,1.67397643357167,2.07944154167984,1.38629436111989,1.38629436111989,1.16315080980568,1.16315080980568,1.38629436111989,1.38629436111989,0.575364144903562,0.980829253011726,1.67397643357167,0.0
CA_GM10_21,2.07944154167984,1.38629436111989,2.77258872223978,0.980829253011726,1.8573520954851075,2.07944154167984,0.826678573184468,1.38629436111989,1.67397643357167,2.77258872223978,2.77258872223978,2.07944154167984
CA_GM10_22,2.07944154167984,1.38629436111989,2.07944154167984,2.0321426608354174,0.980829253011726,1.16315080980568,2.77258872223978,1.16315080980568,2.07944154167984,2.07944154167984,1.38629436111989,1.8236148968585508
CA_GM10_3,1.7029487548499667,1.8310793276483839,1.7939521631983872,2.032142660835418,1.7201656368440714,1.8050265107636647,1.9670919887273512,1.7233965144137926,1.7832890193269015,1.849212157448075,1.8450410766002314,1.8236148968585513
CA_GM10_4,2.07944154167984,0.470003629245736,1.67397643357167,2.77258872223978,1.67397643357167,1.67397643357167,0.826678573184468,1.67397643357167,2.07944154167984,1.9377934190778585,1.38629436111989,2.07944154167984
CA_GM10_7,0.693147180559945,1.67397643357167,0.980829253011726,2.07944154167984,1.16315080980568,1.16315080980568,2.07944154167984,1.16315080980568,1.16315080980568,0.980829253011726,0.826678573184468,1.67397643357167
CA_GM10_8,1.7029487548499667,1.8310793276483837,1.7939521631983875,2.032142660835418,1.7201656368440716,1.8050265107636647,1.967091988727351,1.7233965144137922,1.7832890193269013,1.8492121574480749,1.8450410766002316,1.823614896858551
CA_GM10_9,0.980829253011726,1.38629436111989,0.575364144903562,2.07944154167984,1.38629436111989,1.67397643357167,2.2673609214828017,1.38629436111989,1.67397643357167,0.980829253011726,0.693147180559945,1.38629436111989
