,CA_GM37_1,CA_GM37_10,CA_GM37_11,CA_GM37_12,CA_GM37_13,CA_GM37_14,CA_GM37_2,CA_GM37_3,CA_GM37_4,CA_GM37_5,CA_GM37_6,CA_GM37_7
CA_GM37_1,0.0,2.07944154167984,1.16315080980568,0.693147180559945,1.16315080980568,0.826678573184468,0.693147180559945,1.38629436111989,0.0,0.575364144903562,0.0,1.67397643357167
CA_GM37_10,2.07944154167984,0.0,2.07944154167984,2.07944154167984,1.38629436111989,2.77258872223978,2.060527768618675,1.16315080980568,0.0,2.77258872223978,0.0,0.980829253011726
CA_GM37_11,1.16315080980568,2.07944154167984,0.0,0.470003629245736,1.16315080980568,1.38629436111989,2.77258872223978,2.07944154167984,0.0,0.693147180559945,0.0,1.38629436111989
CA_GM37_12,0.693147180559945,2.07944154167984,0.470003629245736,0.0,0.826678573184468,0.693147180559945,1.38629436111989,1.38629436111989,0.0,0.20763936477824396,0.0,1.16315080980568
CA_GM37_13,1.16315080980568,1.38629436111989,1.16315080980568,0.826678573184468,0.0,1.16315080980568,2.07944154167984,0.980829253011726,0.0,0.980829253011726,0.0,0.575364144903562
CA_GM37_14,0.826678573184468,2.77258872223978,1.38629436111989,0.693147180559945,1.16315080980568,0.0,1.16315080980568,0.980829253011726,0.0,0.693147180559945,0.0,1.16315080980568
CA_GM37_2,0.693147180559945,2.2790258798045255,2.77258872223978,1.38629436111989,2.07944154167984,1.16315080980568,0.0,1.67397643357167,0.0,0.980829253011726,0.0,2.1199455206174007
CA_GM37_3,1.38629436111989,1.16315080980568,2.07944154167984,1.38629436111989,0.980829253011726,0.980829253011726,1.67397643357167,0.0,0.0,1.38629436111989,0.0,0.287682072451781
CA_GM37_4,1.9004024892260694,2.279025879804524,1.7969919995436743,1.7275932037751205,1.917909842430315,1.9736946639671649,1.985117902395756,2.163178789002024,0.0,1.8248811853166078,0.0,2.1199455206174003
CA_GM37_5,0.575364144903562,2.77258872223978,0.693147180559945,0.20763936477824396,0.980829253011726,0.693147180559945,0.980829253011726,1.38629436111989,0.0,0.0,0.0,1.67397643357167
CA_GM37_6,1.9004024892260694,2.2790258798045246,1.7969919995436745,1.727593203775121,1.9179098424303154,1.9736946639671655,1.9851179023957564,2.163178789002024,0.0,1.8248811853166083,0.0,2.1199455206174007
CA_GM37_7,1.67397643357167,0.980829253011726,1.38629436111989,1.16315080980568,0.575364144903562,1.16315080980568,1.907343206278527,0.287682072451781,0.0,1.67397643357167,0.0,0.0
CA_GM37_8,1.9004024892260691,2.279025879804525,1.7969919995436747,1.727593203775121,1.9179098424303154,1.9736946639671653,1.9851179023957561,2.1631787890020244,0.0,1.824881185316608,0.0,2.1199455206174007
CA_GM37_9,1.67397643357167,0.826678573184468,2.07944154167984,2.07944154167984,1.38629436111989,2.77258872223978,1.9851179023957566,1.16315080980568,0.0,2.77258872223978,0.0,0.980829253011726
