,CA_GM38_1,CA_GM38_10,CA_GM38_11,CA_GM38_12,CA_GM38_13,CA_GM38_14,CA_GM38_15,CA_GM38_16,CA_GM38_17,CA_GM38_18,CA_GM38_19,CA_GM38_2
CA_GM38_1,0.0,0.693147180559945,0.980829253011726,0.20763936477824396,0.693147180559945,0.20763936477824396,0.826678573184468,1.38629436111989,0.693147180559945,1.38629436111989,1.38629436111989,0.826678573184468
CA_GM38_10,0.693147180559945,0.0,1.38629436111989,0.693147180559945,0.980829253011726,0.693147180559945,1.38629436111989,1.16315080980568,0.693147180559945,1.16315080980568,2.07944154167984,0.980829253011726
CA_GM38_11,0.980829253011726,1.38629436111989,0.0,0.980829253011726,1.16315080980568,0.693147180559945,0.287682072451781,1.16315080980568,0.980829253011726,1.67397643357167,1.38629436111989,0.826678573184468
CA_GM38_12,0.20763936477824396,0.693147180559945,0.980829253011726,0.0,0.826678573184468,0.470003629245736,1.16315080980568,1.38629436111989,0.826678573184468,1.67397643357167,2.07944154167984,0.826678573184468
CA_GM38_13,0.693147180559945,0.980829253011726,1.16315080980568,0.826678573184468,0.0,0.470003629245736,0.980829253011726,0.575364144903562,0.374693449441411,1.67397643357167,0.980829253011726,1.16315080980568
CA_GM38_14,0.20763936477824396,0.693147180559945,0.693147180559945,0.470003629245736,0.470003629245736,0.0,0.575364144903562,0.980829253011726,0.693147180559945,1.16315080980568,1.16315080980568,0.693147180559945
CA_GM38_15,0.826678573184468,1.38629436111989,0.287682072451781,1.16315080980568,0.980829253011726,0.575364144903562,0.0,0.980829253011726,0.980829253011726,1.67397643357167,1.38629436111989,0.826678573184468
CA_GM38_16,1.38629436111989,1.16315080980568,1.16315080980568,1.38629436111989,0.575364144903562,0.980829253011726,0.980829253011726,0.0,0.470003629245736,2.07944154167984,1.16315080980568,1.67397643357167
CA_GM38_17,0.693147180559945,0.693147180559945,0.980829253011726,0.826678573184468,0.374693449441411,0.693147180559945,0.980829253011726,0.470003629245736,0.0,1.67397643357167,0.980829253011726,1.67397643357167
CA_GM38_18,1.38629436111989,1.16315080980568,1.67397643357167,1.67397643357167,1.67397643357167,1.16315080980568,1.67397643357167,2.07944154167984,1.67397643357167,0.0,2.07944154167984,1.16315080980568
CA_GM38_19,1.38629436111989,2.07944154167984,1.38629436111989,2.07944154167984,0.980829253011726,1.16315080980568,1.38629436111989,1.16315080980568,0.980829253011726,2.07944154167984,0.0,2.77258872223978
CA_GM38_2,0.826678573184468,0.980829253011726,0.826678573184468,0.826678573184468,1.16315080980568,0.693147180559945,0.826678573184468,1.67397643357167,1.67397643357167,1.16315080980568,2.77258872223978,0.0
CA_GM38_20,2.043196577546609,1.8170388880943593,1.8968429616530738,1.9564729542686712,1.8801667240891793,2.0316380429373555,1.9357102615024833,1.88882559836422,1.8087219885502106,2.0052887090181795,2.2403092444024892,1.9352412885619215
CA_GM38_3,0.826678573184468,0.826678573184468,0.980829253011726,0.693147180559945,1.16315080980568,0.980829253011726,0.980829253011726,1.16315080980568,0.575364144903562,1.67397643357167,2.77258872223978,1.38629436111989
CA_GM38_4,2.043196577546609,1.8170388880943593,1.8968429616530735,1.9564729542686712,1.880166724089179,2.0316380429373555,1.935710261502483,1.8888255983642201,1.808721988550211,2.0052887090181795,2.2403092444024892,1.9352412885619217
CA_GM38_5,0.693147180559945,0.980829253011726,1.67397643357167,0.826678573184468,0.13353139262452302,0.693147180559945,1.38629436111989,0.826678573184468,0.374693449441411,1.67397643357167,1.16315080980568,1.67397643357167
CA_GM38_6,1.67397643357167,2.77258872223978,1.38629436111989,1.67397643357167,1.67397643357167,1.67397643357167,1.16315080980568,1.38629436111989,1.16315080980568,0.980829253011726,1.67397643357167,1.67397643357167
CA_GM38_7,2.0431965775466088,1.817038888094359,1.8968429616530738,1.9564729542686712,1.8801667240891793,2.0316380429373555,1.9357102615024828,1.8888255983642204,1.8087219885502106,2.0052887090181795,2.2403092444024897,1.9352412885619217
CA_GM38_8,2.77258872223978,2.77258872223978,2.07944154167984,2.77258872223978,1.67397643357167,2.07944154167984,2.07944154167984,1.67397643357167,1.67397643357167,2.07944154167984,1.16315080980568,2.77258872223978
CA_GM38_9,1.67397643357167,2.77258872223978,1.67397643357167,1.67397643357167,1.38629436111989,1.67397643357167,1.67397643357167,1.16315080980568,0.826678573184468,1.38629436111989,1.38629436111989,2.77258872223978
