,UT_GM3_1,UT_GM3_14,UT_GM3_3,UT_GM3_4,UT_GM3_5,UT_GM3_6,UT_GM3_7,UT_GM3_8
UT_GM3_1,0.0,0.0,1.67397643357167,2.07944154167984,2.77258872223978,1.9363022585678724,2.321788395684381,2.3955328959802333
UT_GM3_14,1.9997164610591052,0.0,1.7276992128457298,1.9318771601661475,1.871736686862095,1.72414898888962,1.8858336545533025,1.8121953982906687
UT_GM3_3,1.67397643357167,0.0,0.0,0.470003629245736,0.693147180559945,1.16315080980568,1.16315080980568,1.38629436111989
UT_GM3_4,2.07944154167984,0.0,0.470003629245736,0.0,0.575364144903562,1.38629436111989,0.980829253011726,1.67397643357167
UT_GM3_5,2.77258872223978,0.0,0.693147180559945,0.575364144903562,0.0,0.826678573184468,0.20763936477824396,0.980829253011726
UT_GM3_6,2.4241983251193493,0.0,1.16315080980568,1.38629436111989,0.826678573184468,0.0,0.980829253011726,0.575364144903562
UT_GM3_7,2.2179820024710923,0.0,1.16315080980568,0.980829253011726,0.20763936477824396,0.980829253011726,0.0,0.980829253011726
UT_GM3_8,2.403771232300071,0.0,1.38629436111989,1.67397643357167,0.980829253011726,0.575364144903562,0.980829253011726,0.0
