,AZ_SC_JMa_PJ53_1,AZ_SC_JMa_PJ53_10,AZ_SC_JMa_PJ53_11,AZ_SC_JMa_PJ53_12,AZ_SC_JMa_PJ53_13,AZ_SC_JMa_PJ53_14,AZ_SC_JMa_PJ53_15,AZ_SC_JMa_PJ53_16,AZ_SC_JMa_PJ53_17,AZ_SC_JMa_PJ53_18,AZ_SC_JMa_PJ53_19,AZ_SC_JMa_PJ53_2,AZ_SC_JMa_PJ53_20,AZ_SC_JMa_PJ53_21,AZ_SC_JMa_PJ53_22,AZ_SC_JMa_PJ53_23,AZ_SC_JMa_PJ53_24,AZ_SC_JMa_PJ53_3,AZ_SC_JMa_PJ53_4,AZ_SC_JMa_PJ53_5,AZ_SC_JMa_PJ53_6,AZ_SC_JMa_PJ53_7,AZ_SC_JMa_PJ53_8,AZ_SC_JMa_PJ53_9,AZ_SC_JMa_PJ54_1,AZ_SC_JMa_PJ54_10,AZ_SC_JMa_PJ54_11,AZ_SC_JMa_PJ54_12,AZ_SC_JMa_PJ54_13,AZ_SC_JMa_PJ54_14,AZ_SC_JMa_PJ54_15,AZ_SC_JMa_PJ54_16,AZ_SC_JMa_PJ54_17,AZ_SC_JMa_PJ54_18,AZ_SC_JMa_PJ54_19,AZ_SC_JMa_PJ54_2,AZ_SC_JMa_PJ54_20,AZ_SC_JMa_PJ54_21,AZ_SC_JMa_PJ54_22,AZ_SC_JMa_PJ54_23,AZ_SC_JMa_PJ54_24,AZ_SC_JMa_PJ54_3,AZ_SC_JMa_PJ54_4,AZ_SC_JMa_PJ54_5,AZ_SC_JMa_PJ54_6,AZ_SC_JMa_PJ54_7,AZ_SC_JMa_PJ54_8,AZ_SC_JMa_PJ54_9
AZ_SC_JMa_PJ54_2,1.09842001794857,2.34180580614733,1.89067234089301,1.50339105487029,1.77288930523663,1.24319351747922,1.33105655295759,1.04126160410862,1.06087196068526,2.15948424935337,1.85219182032495,2.19653823543023,NA,2.00533356952611,1.64865862558738,2.34180580614733,1.07974212467669,2.87150159390474,1.70325827156988,2.00533356952611,NA,1.52093671477592,NA,NA,1.18189235643305,NA,1.13863364250488,1.83178082306482,0.642007755999736,0.820179911386343,1.11803037452521,1.85219182032495,1.2721650351294,1.09512795401006,1.60863727175061,0,0.753579531656841,2.48142231512995,NA,1.11735383529548,1.25088522792,2.07595720702179,0.845420119811838,0.840590908646471,0.753579531656841,1.62904826901074,2.52492800362477,3.1745694956899
AZ_SC_JMa_PJ54_20,0.82098055206983,1.44672671221679,1.11729018193999,1.07831559018548,1.11729018193999,1.98572321294947,1.38555416853467,0.867500567704723,1.22358316090258,1.53373808920642,1.27296567581289,1.02424836891521,NA,1.44672671221679,1.44672671221679,1.04126160410862,0.859461072637894,1.75327894865999,1.15301966393107,1.62904826901074,1.36412645420986,1.34717567837202,NA,NA,1.56774710796457,NA,0.395104446701538,1.81217046648818,0.910079471874877,0.800569554809703,0.887110924281364,1.34707364796661,NA,0.629230494805003,1.00124025027185,0.753579531656841,0,1.28315696221167,NA,0.87459992740463,1.38542555117062,1.20904899005795,0.92589322179218,0.867500567704723,0.510825623765991,1.51412773262978,1.6943874308318,1.90219617061789
AZ_SC_JMa_PJ54_21,3.15495913911326,1.22865934663459,1.80714529856143,1.60218556933266,2.50029247912138,2.48142231512995,1.68936226290505,1.65088174233698,1.92180652719453,2.25827876381574,2.05634685044515,2.11301119309865,NA,0.97734491835368,0.823194238526421,1.67049209891362,2.09482737101321,2.27714892780717,NA,2.07595720702179,1.85982555639034,1.8428747805525,NA,NA,1.60919093786746,NA,1.34278867262508,2.21825740997898,3.04338736345615,1.52511022941903,2.07595720702179,1.45021104687483,2.72908303374497,1.70474809223843,2.21825740997898,2.48142231512995,1.28315696221167,0,NA,1.50383042220963,2.19697760276958,1.83827948486295,1.72697397352384,2.74949403100509,1.76866477799337,2.05634685044515,2.72908303374497,0.950976289862045
AZ_SC_JMa_PJ54_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZ_SC_JMa_PJ54_23,1.23127487134336,3.19679537697532,0.913080447972694,0.982557564445682,1.42390607173868,0.999570799639096,1.20076252042447,1.09774347871884,1.94403240847995,1.11735383529548,1.30538284349708,1.44208989382412,NA,1.40503590774726,2.28050464510116,0.999570799639096,1.51091744872831,1.71158814419047,1.3054848739025,1.58735746454122,1.18890425711582,0.948809929963766,NA,NA,0.995428052432879,NA,1.36501455391049,1.21086387408323,1.45617533230747,0.80539876597507,0.845420119811838,1.38542555117062,1.45202593090012,1.24146615774214,1.54733611070445,1.11735383529548,0.87459992740463,1.50383042220963,NA,0,0.995428052432879,1.32150886541568,1.43074612369072,2.26089428852452,1.38542555117062,1.30538284349708,1.07733248145871,1.86050536614836
AZ_SC_JMa_PJ54_24,1.16228199985641,2.28050464510116,1.07559937747047,1.36204718615059,2.52251836040679,0.945503578368821,1.60622762853264,1.23127487134336,2.50364819641537,1.58735746454122,1.09774347871884,1.84755500193229,NA,2.09818308830721,NA,0.89421028398127,1.71158814419047,2.52251836040679,1.17195348127798,1.81050101585543,1.4765863295676,1.17195348127798,NA,NA,1.05605267424931,NA,1.01670785964228,0.758878750340177,0.763028151747525,0.631045378830292,0.89421028398127,1.30538284349708,1.01670785964228,1.0338267929639,0.714426987769343,1.25088522792,1.38542555117062,2.19697760276958,NA,0.995428052432879,0,0.670921299274528,0.884202417322654,0.612235662937138,0.825809763235198,1.30538284349708,1.36501455391049,1.86050536614836
AZ_SC_JMa_PJ54_3,0.803583881949781,1.78827513457001,1.58400174724722,1.60218556933266,1.94067669118595,1.09512795401006,1.58400174724722,1.3631996698852,1.30276731878831,1.15966647514763,1.28315696221167,1.50687538952833,NA,2.76910438758173,2.76910438758173,0.776674222891528,1.4886915674429,0.890854566687277,1.21426612113013,1.5651315832558,1.1666783758304,1.43740967244434,NA,NA,1.0338267929639,NA,0.73665286905476,0.73665286905476,1.17158518655456,1.34278867262508,0.823194238526421,0.903667340506763,1.11964512131087,0.739667196194838,0.831963048859085,2.07595720702179,1.20904899005795,1.83827948486295,NA,1.32150886541568,0.670921299274528,0,1.24146615774214,0.852374046119213,0.852374046119213,0.903667340506763,0.883256343246636,1.38629436111989
AZ_SC_JMa_PJ54_4,1.23127487134336,2.28050464510116,1.71158814419047,1.03662478571596,1.82937117984685,0.89421028398127,2.11705325229863,1.23127487134336,1.25088522792,1.94403240847995,1.09774347871884,1.28793921399686,NA,1.49204728473689,1.81050101585543,1.58735746454122,1.07559937747047,2.81020043285858,1.3054848739025,1.58735746454122,1.65890788636155,1.45963555372976,NA,NA,1.43074612369072,NA,0.905482224532052,1.07733248145871,0.9255470812453,0.854188930144502,1.40503590774726,1.09774347871884,1.90401105464318,0.810683241649687,0.758878750340177,0.845420119811838,0.92589322179218,1.72697397352384,NA,1.43074612369072,0.884202417322654,1.24146615774214,0,0.979960443062456,0.692278370610675,1.6731076236224,1.36501455391049,2.42012115408379
AZ_SC_JMa_PJ54_5,0.776528789498996,1.73440878466857,1.46559687620821,0.972955074527657,3.95050352599621,1.29257603238953,1.75327894865999,1.07880966137193,1.22358316090258,1.04126160410862,1.42711635564015,1.26063714697944,NA,2.5453390008849,3.23848618144484,0.935901088450796,0.954771252442219,2.15874405676816,0.94171057026386,2.5453390008849,1.51827713403712,1.50132635819928,NA,NA,1.09774347871884,NA,1.00124025027185,0.895879734614027,0.910079471874877,0.895879734614027,0.987194382838346,1.27296567581289,1.11902328592824,0.552269453668874,0.490414626505863,0.840590908646471,0.867500567704723,2.74949403100509,NA,2.26089428852452,0.612235662937138,0.852374046119213,0.979960443062456,0,0.544727175441672,1.6094379124341,1.32666265070648,2.46181195855331
AZ_SC_JMa_PJ54_6,0.967584026261706,1.44672671221679,1.06013176810005,1.07831559018548,1.38555416853467,1.29257603238953,1.55260825319784,1.07880966137193,0.987194382838346,1.15904463976501,1.27296567581289,1.13547400402543,NA,1.44672671221679,2.13987389277673,0.753579531656841,0.772449695648265,2.8518912373281,1.04179402882084,1.98572321294947,1.11281202592896,1.2136442857475,NA,NA,0.692278370610675,NA,0.800569554809702,1.11902328592824,0.581575404902841,0.895879734614027,1.04126160410862,0.7339691750802,1.58902691517397,0.552269453668874,0.800569554809702,0.753579531656841,0.510825623765991,1.76866477799337,NA,1.38542555117062,0.825809763235198,0.852374046119213,0.692278370610675,0.544727175441672,0,0.82098055206983,1.32666265070648,1.76866477799337
AZ_SC_JMa_PJ54_7,0.82098055206983,1.29257603238953,1.64791843300216,1.32963001846639,1.242453324894,1.62904826901074,1.87106198431637,1.71479842809193,1.09842001794857,1.15904463976501,1.13943428318836,0.972955074527657,NA,1.98572321294947,2.32219544957069,1.09842001794857,0.859461072637894,1.31144619638095,0.990500734433292,0.840590908646471,0.67097927364992,1.68364791499324,NA,NA,1.0371188569024,NA,1.40670535838002,1.40670535838002,0.910079471874877,2.28217409573392,1.15904463976501,0.967584026261706,1.58902691517397,1.45021104687483,1.81217046648818,1.62904826901074,1.51412773262978,2.05634685044515,NA,1.30538284349708,1.30538284349708,0.903667340506763,1.6731076236224,1.6094379124341,0.82098055206983,0,1.18356180706581,1.3631996698852
AZ_SC_JMa_PJ54_8,0.895879734614027,2.30178445231056,1.03972077083992,1.1150630067653,1.22204232763387,0.820179911386343,1.98418237968077,1.6943874308318,2.30178445231056,0.733168534396713,1.58902691517397,0.729400525953319,NA,2.1194628955166,3.91122236474466,0.775728148815509,1.62750743574204,1.1575038064963,0.921299573003732,1.60863727175061,0.987040513011005,1.3267646811119,NA,NA,1.01670785964228,NA,2.26176309847379,0.92676203174145,1.00745151027113,0.8754687373539,1.07800902068844,1.0583986641118,0.92676203174145,0.831963048859085,0.65232518603969,2.52492800362477,1.6943874308318,2.72908303374497,NA,1.07733248145871,1.36501455391049,0.883256343246636,1.36501455391049,1.32666265070648,1.32666265070648,1.18356180706581,0,1.34278867262508
AZ_SC_JMa_PJ54_9,2.74949403100509,0.923277697083404,1.32163748277973,2.11301119309865,1.80714529856143,2.25827876381574,1.4886915674429,2.46181195855331,2.48142231512995,2.48142231512995,2.46181195855331,1.01439890443054,NA,0.609620138228362,1.46982140345147,1.5651315832558,3.88658684024127,1.17853663913906,1.8428747805525,1.03450333219363,1.45436044828218,1.43740967244434,NA,NA,1.09836531410147,NA,2.21825740997898,2.44140096129319,1.09747721440084,1.88178517335776,2.25827876381574,1.90219617061789,1.18863799279782,1.99243016469021,2.44140096129319,3.1745694956899,1.90219617061789,0.950976289862045,NA,1.86050536614836,1.86050536614836,1.38629436111989,2.42012115408379,2.46181195855331,1.76866477799337,1.3631996698852,1.34278867262508,0
