,CA_Lake_JH_PJ31_1,CA_Lake_JH_PJ31_10,CA_Lake_JH_PJ31_11,CA_Lake_JH_PJ31_12,CA_Lake_JH_PJ31_13,CA_Lake_JH_PJ31_14,CA_Lake_JH_PJ31_15,CA_Lake_JH_PJ31_16,CA_Lake_JH_PJ31_17,CA_Lake_JH_PJ31_18,CA_Lake_JH_PJ31_19,CA_Lake_JH_PJ31_2,CA_Lake_JH_PJ31_20,CA_Lake_JH_PJ31_21,CA_Lake_JH_PJ31_22,CA_Lake_JH_PJ31_23,CA_Lake_JH_PJ31_24,CA_Lake_JH_PJ31_3,CA_Lake_JH_PJ31_4,CA_Lake_JH_PJ31_5,CA_Lake_JH_PJ31_6,CA_Lake_JH_PJ31_7,CA_Lake_JH_PJ31_8,CA_Lake_JH_PJ31_9,CA_Lake_JH_PJ32_1,CA_Lake_JH_PJ32_10,CA_Lake_JH_PJ32_11,CA_Lake_JH_PJ32_12,CA_Lake_JH_PJ32_13,CA_Lake_JH_PJ32_14,CA_Lake_JH_PJ32_15,CA_Lake_JH_PJ32_16,CA_Lake_JH_PJ32_17,CA_Lake_JH_PJ32_18,CA_Lake_JH_PJ32_19,CA_Lake_JH_PJ32_2,CA_Lake_JH_PJ32_20,CA_Lake_JH_PJ32_21,CA_Lake_JH_PJ32_22,CA_Lake_JH_PJ32_23,CA_Lake_JH_PJ32_24,CA_Lake_JH_PJ32_3,CA_Lake_JH_PJ32_4,CA_Lake_JH_PJ32_5,CA_Lake_JH_PJ32_6,CA_Lake_JH_PJ32_7,CA_Lake_JH_PJ32_8,CA_Lake_JH_PJ32_9
CA_Lake_JH_PJ32_11,NA,1.2721650351294,1.40670535838002,2.484906649788,NA,0.794598312806933,1.42631571495666,1.09861228866811,0.800569554809702,1.23214368129263,1.42631571495666,0.980829253011726,0.733168534396713,0.952544077267529,2.30178445231056,1.00383737165508,NA,1.47330573810952,1.46336970103352,NA,1.03972077083992,1.20317216364245,1.40670535838002,1.2721650351294,2.09985253893996,1.03972077083992,0,2.41814095347574,2.15651688159347,2.50531764704813,0.947173029001578,NA,1.53219725593771,1.71399778740844,1.58902691517397,NA,1.38629436111989,1.77047966201866,1.83178082306482,1.38629436111989,NA,0.905482224532052,1.03972077083992,1.34278867262508,1.74825378073324,1.2721650351294,0.820179911386343,1.44518587894808
CA_Lake_JH_PJ32_12,NA,2.05269719920434,1.33993966206776,0.914063556699465,NA,2.25388891998972,3.15130948787245,1.72499377291579,3.82484631185576,2.19499740216153,2.05269719920434,1.40654004179726,3.15130948787245,NA,2.2350187559983,2.49521629338937,NA,1.85852516554032,2.0897511852812,NA,2.76471454375571,2.45816230731251,1.87893616280044,2.2350187559983,0.991632967799541,3.17017965186388,2.41814095347574,0,0.549306144334055,2.43855195073587,1.74540477017592,NA,3.17017965186388,1.89854651937708,1.74540477017592,NA,2.41814095347574,1.83724535833092,1.44656139563403,2.41814095347574,NA,1.99139603815818,1.91741668336851,1.68148808442098,1.5637050487646,2.05269719920434,2.74584437976429,2.47703247130393
CA_Lake_JH_PJ32_13,NA,1.59040243185992,1.32963001846639,1.17568762858174,NA,1.1739545245935,3.98829770465829,1.86883480914168,2.17692787885359,NA,2.88968541599018,1.17568762858174,1.90885616297845,2.23359222150709,2.04238755560297,2.23359222150709,NA,2.00236620176621,1.38629436111989,NA,4.00716786864971,2.88968541599018,1.6661022550876,2.19653823543023,0.833193132152498,2.21540839942166,2.15651688159347,0.549306144334055,0,1.6661022550876,2.87007505941354,NA,4.00716786864971,2.19653823543023,1.77146277074543,NA,2.15651688159347,1.84755500193229,1.59040243185992,2.15651688159347,NA,1.98108639455681,2.21540839942166,1.70754608499049,2.29533274989261,1.68571261166424,3.29515052409834,2.62087350752982
CA_Lake_JH_PJ32_14,NA,1.44672671221679,0.916290731874155,2.28217409573392,NA,1.06013176810005,1.36668400454325,1.40670535838002,1.96611285637283,1.81217046648818,1.44672671221679,1.11902328592824,1.36668400454325,1.48378069829365,1.04126160410862,0.877644894723332,NA,1.0583986641118,1.02424836891521,NA,1.46559687620821,0.935901088450796,1.42711635564015,1.36668400454325,1.83258146374831,0.859461072637894,2.50531764704813,2.43855195073587,1.6661022550876,0,1.6094379124341,NA,1.06013176810005,1.22358316090258,1.42711635564015,NA,1.25255467855276,1.79089065927878,1.04126160410862,1.11902328592824,NA,1.92442205190331,1.64791843300216,2.05634685044515,1.65088174233698,1.44672671221679,1.98572321294947,1.31144619638095
CA_Lake_JH_PJ32_15,NA,0.435125800538306,1.13943428318836,1.81217046648818,NA,1.64791843300216,0.840590908646471,0.524316178181544,0.579818495252942,1.25255467855276,0.49764615751964,1.81217046648818,0.49764615751964,1.19609862584187,0.796139146075637,1.19609862584187,NA,0.633515470146537,0.749811523213447,NA,0.583207696009736,0.635796496000458,0.693147180559945,1.15904463976501,2.81341071676004,1.31144619638095,0.947173029001578,1.74540477017592,2.87007505941354,1.6094379124341,0,NA,0.772449695648265,1.85219182032495,1.42711635564015,NA,0.847089570444596,1.16228199985641,0.635796496000458,1.18356180706581,NA,0.65145637609042,0.236931459291903,1.14005611857099,0.670052489325258,0.635796496000458,0.348114423548677,0.731627701128009
CA_Lake_JH_PJ32_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Lake_JH_PJ32_17,NA,1.02567490340641,1.46559687620821,NA,NA,2.60268968544438,0.792060052224905,0.634255662731754,0.905981088272787,0.88557009101266,0.792060052224905,2.54379816761619,0.879071429214535,0.74907133062823,0.359195969928627,1.06272888948327,NA,1.36514317127455,0.74907133062823,NA,0.6216882165778,0.414765821083437,0.954771252442219,1.07974212467669,NA,1.09861228866811,1.53219725593771,3.17017965186388,4.00716786864971,1.06013176810005,0.772449695648265,NA,0,0.637909372397647,0.549306144334055,NA,1.1575038064963,1.34386336406515,0.674277016568522,1.03972077083992,NA,1.42390607173868,0.944461608840852,0.452599635756122,1.05337349618505,0.637909372397647,0.75123805770465,0.65677953638907
CA_Lake_JH_PJ32_18,NA,1.75401914124521,1.15904463976501,NA,NA,2.58381952145296,1.24319351747922,1.2721650351294,1.62904826901074,0.692346539876458,1.11803037452521,2.52492800362477,1.31218638896617,0.810243874310343,1.11803037452521,1.15508436060207,NA,2.30178445231056,1.34924037504303,NA,0.879071429214535,0.693147180559945,1.62904826901074,0.732367893713227,3.93163336200479,1.19752516033307,1.71399778740844,1.89854651937708,2.19653823543023,1.22358316090258,1.85219182032495,NA,0.637909372397647,0,0.294047202278401,NA,1.13863364250488,1.18189235643305,0.773189888233482,1.13863364250488,NA,1.81050101585543,1.48520723278485,0.732222460320694,0.609620138228362,0.955511445027436,1.00680473941499,0.712017344551369
CA_Lake_JH_PJ32_19,NA,1.62904826901074,1.20397280432594,3.19846482760807,NA,2.15874405676816,1.22358316090258,0.895879734614027,1.20397280432594,0.713558177820073,0.753579531656841,NA,1.22358316090258,0.790633517733702,0.887110924281364,1.19609862584187,NA,1.94570185911271,1.26063714697944,NA,0.772449695648265,0.840590908646471,1.20397280432594,0.840590908646471,3.2188758248682,1.31144619638095,1.58902691517397,1.74540477017592,1.77146277074543,1.42711635564015,1.42711635564015,NA,0.549306144334055,0.294047202278401,0,NA,1.49371673536965,1.09774347871884,0.673536823983305,1.25255467855276,NA,1.30538284349708,1.11729018193999,0.590009781651722,0.903667340506763,0.840590908646471,0.796139146075637,0.815009310067061
CA_Lake_JH_PJ32_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Lake_JH_PJ32_20,NA,0.915490091190668,0.713558177820073,2.484906649788,NA,1.1575038064963,0.733168534396713,0.980829253011726,0.713558177820073,0.980829253011726,0.820179911386343,1.23214368129263,0.775728148815509,0.690179812800038,1.13863364250488,1.38332699335998,NA,0.8754687373539,0.770222520473574,NA,0.6719959907146,1.20317216364245,0.847089570444596,1.02085060684849,2.09985253893996,1.53219725593771,1.38629436111989,2.41814095347574,2.15651688159347,1.25255467855276,0.847089570444596,NA,1.1575038064963,1.13863364250488,1.49371673536965,NA,0,0.714426987769343,0.820179911386343,1.67397643357167,NA,0.959549445802328,0.6719959907146,1.26274596495154,0.831963048859085,1.13863364250488,0.733168534396713,0.464356625936356
CA_Lake_JH_PJ32_21,NA,1.11735383529548,1.38542555117062,2.05816173447044,NA,1.60622762853264,1.25088522792,1.28497184623696,0.92589322179218,1.45202593090012,1.40503590774726,3.15677402313855,0.999570799639096,0.748942713264176,0.945503578368821,1.52910127081375,NA,0.854188930144502,0.631159677607793,NA,1.07559937747047,1.40503590774726,0.979960443062456,1.11735383529548,2.26089428852452,1.96290257247137,1.77047966201866,1.83724535833092,1.84755500193229,1.79089065927878,1.16228199985641,NA,1.34386336406515,1.18189235643305,1.09774347871884,NA,0.714426987769343,0,0.798900104176945,1.45202593090012,NA,0.884202417322654,0.730758891178739,0.973202171147462,0.715373061845362,1.11735383529548,1.05672921347905,0.964373742360244
CA_Lake_JH_PJ32_22,NA,0.485507815781701,1.04126160410862,2.30178445231056,NA,1.89067234089301,1.11803037452521,0.61538549874033,0.712757537136586,1.02085060684849,1.17865499634165,3.21807518418471,0.583947888594953,0.992565431104297,0.395895657092014,1.50339105487029,NA,1.02085060684849,0.432949643168875,NA,0.97438160901886,0.906721280858004,0.46589745920506,0.906721280858004,2.32219544957069,1.26206368147064,1.83178082306482,1.44656139563403,1.59040243185992,1.04126160410862,0.635796496000458,NA,0.674277016568522,0.773189888233482,0.673536823983305,NA,0.820179911386343,0.798900104176945,0,1.07800902068844,NA,1.05672921347904,0.637909372397647,0.776674222891528,0.571879810245515,0.583947888594953,0.583947888594953,0.674277016568522
CA_Lake_JH_PJ32_23,NA,0.915490091190668,1.32666265070648,2.484906649788,NA,1.1575038064963,1.96531221568935,1.16315080980568,1.58902691517397,1.03798766685167,1.42631571495666,1.92529086185258,1.42631571495666,1.46336970103352,0.915490091190668,1.17568762858174,NA,0.826678573184468,1.30921902120626,NA,0.985653549569642,1.2721650351294,1.94570185911271,1.20317216364245,3.19846482760807,1.1575038064963,1.38629436111989,2.41814095347574,2.15651688159347,1.11902328592824,1.18356180706581,NA,1.03972077083992,1.13863364250488,1.25255467855276,NA,1.67397643357167,1.45202593090012,1.07800902068844,0,NA,1.07733248145871,1.44518587894808,1.52511022941903,1.26274596495154,1.34627300728312,1.42631571495666,1.03972077083992
CA_Lake_JH_PJ32_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
CA_Lake_JH_PJ32_3,NA,0.845420119811838,1.79089065927878,1.90401105464318,NA,1.82937117984685,1.49204728473689,0.671867373350547,0.92589322179218,1.28497184623696,0.798900104176945,2.05816173447044,0.945503578368821,1.28793921399686,1.25088522792,1.15440782137234,NA,0.80539876597507,0.748942713264176,NA,1.1362239992869,1.18189235643305,1.0371188569024,1.69271798019904,2.48403783983873,1.1362239992869,0.905482224532052,1.99139603815818,1.98108639455681,1.92442205190331,0.65145637609042,NA,1.42390607173868,1.81050101585543,1.30538284349708,NA,0.959549445802328,0.884202417322654,1.05672921347904,1.07733248145871,NA,0,0.773318505597535,1.16735818558842,1.24146615774214,1.49204728473689,0.557738047360057,1.07559937747047
CA_Lake_JH_PJ32_4,NA,0.473606321106371,0.859461072637894,1.98418237968077,NA,1.34992671694902,0.536126678087705,0.496105324250936,0.484767623196484,1.1575038064963,0.637909372397647,2.54379816761619,0.306552236443204,0.74907133062823,0.925591444849428,1.11679611075355,NA,0.562796698749609,0.674963358474508,NA,0.693147180559945,0.504377979773124,0.549306144334055,0.879071429214535,2.8518912373281,1.15577070250806,1.03972077083992,1.91741668336851,2.21540839942166,1.64791843300216,0.236931459291903,NA,0.944461608840852,1.48520723278485,1.11729018193999,NA,0.6719959907146,0.730758891178739,0.637909372397647,1.44518587894808,NA,0.773318505597535,0,0.795544386882952,0.795544386882952,0.75123805770465,0.414765821083437,0.523248143764548
CA_Lake_JH_PJ32_5,NA,1.03450333219363,1.20904899005794,2.21825740997898,NA,1.94067669118595,0.776674222891528,0.831963048859085,1.01489297561699,1.26274596495154,1.09512795401006,2.72908303374497,0.871984402695853,0.646674124305223,0.923277697083404,1.60218556933266,NA,1.18863799279782,1.01439890443054,NA,0.996215082345103,0.609620138228362,1.07551759743342,1.09512795401006,2.46181195855331,1.40168019045327,1.34278867262508,1.68148808442098,1.70754608499049,2.05634685044515,1.14005611857099,NA,0.452599635756122,0.732222460320694,0.590009781651722,NA,1.26274596495154,0.973202171147462,0.776674222891528,1.52511022941903,NA,1.16735818558842,0.795544386882952,0,1.21924027645672,0.648840851381643,1.03450333219363,0.751092624312118
CA_Lake_JH_PJ32_6,NA,0.823194238526421,0.852374046119213,2.21825740997898,NA,1.94067669118595,1.15966647514763,1.11964512131087,1.07551759743342,0.831963048859085,0.97734491835368,3.82769532241308,0.97734491835368,1.13218194008692,1.09512795401006,1.26571333271145,NA,1.11964512131087,1.07155731827049,NA,0.708533009893322,0.923277697083404,1.01489297561699,1.03450333219363,2.2386684072391,1.80714529856143,1.74825378073324,1.5637050487646,2.29533274989261,1.65088174233698,0.670052489325258,NA,1.05337349618505,0.609620138228362,0.903667340506763,NA,0.831963048859085,0.715373061845362,0.571879810245515,1.26274596495154,NA,1.24146615774214,0.795544386882952,1.21924027645672,0,0.776674222891528,0.871984402695853,0.996215082345103
CA_Lake_JH_PJ32_7,NA,0.693147180559945,1.29257603238953,2.81261007607655,NA,1.57221860977448,1.00680473941499,0.915490091190668,0.635796496000458,1.42631571495666,1.64865862558738,1.96531221568935,0.583947888594953,0.656093194483084,0.860201265223111,1.42334834719675,NA,1.02085060684849,0.852803488729139,NA,0.568916500910695,0.693147180559945,0.987194382838346,1.38629436111989,3.23848618144484,1.19752516033307,1.2721650351294,2.05269719920434,1.68571261166424,1.44672671221679,0.635796496000458,NA,0.637909372397647,0.955511445027436,0.840590908646471,NA,1.13863364250488,1.11735383529548,0.583947888594953,1.34627300728312,NA,1.49204728473689,0.75123805770465,0.648840851381643,0.776674222891528,0,0.732367893713227,0.602818052586377
CA_Lake_JH_PJ32_8,NA,0.773189888233482,1.62904826901074,3.91122236474466,NA,2.02420373351754,0.955511445027436,0.414714803278179,0.530435980342632,0.775728148815509,0.693147180559945,2.1194628955166,0.517256514096281,0.810243874310343,0.815749502652278,0.992565431104297,NA,1.13863364250488,0.587100322996133,NA,0.674277016568522,0.693147180559945,0.564337532018313,0.955511445027436,2.83302107333668,0.97438160901886,0.820179911386343,2.74584437976429,3.29515052409834,1.98572321294947,0.348114423548677,NA,0.75123805770465,1.00680473941499,0.796139146075637,NA,0.733168534396713,1.05672921347905,0.583947888594953,1.42631571495666,NA,0.557738047360057,0.414765821083437,1.03450333219363,0.871984402695853,0.732367893713227,0,0.44375335795669
CA_Lake_JH_PJ32_9,NA,0.834619666643701,0.859461072637894,NA,NA,1.50407739677627,0.602818052586377,0.839050075377767,0.583207696009736,0.88557009101266,1.19752516033307,1.85065098705625,0.712017344551369,0.674963358474508,0.97438160901886,1.36811053903445,NA,1.09687918467987,0.916125415291396,NA,0.462623521948113,0.674277016568522,0.954771252442219,1.13690053851663,2.8518912373281,1.50407739677627,1.44518587894808,2.47703247130393,2.62087350752982,1.31144619638095,0.731627701128009,NA,0.65677953638907,0.712017344551369,0.815009310067061,NA,0.464356625936356,0.964373742360244,0.674277016568522,1.03972077083992,NA,1.07559937747047,0.523248143764548,0.751092624312118,0.996215082345103,0.602818052586377,0.44375335795669,0
