,CA_Te_JH_PJ49_1,CA_Te_JH_PJ49_10,CA_Te_JH_PJ49_11,CA_Te_JH_PJ49_12,CA_Te_JH_PJ49_13,CA_Te_JH_PJ49_14,CA_Te_JH_PJ49_15,CA_Te_JH_PJ49_16,CA_Te_JH_PJ49_17,CA_Te_JH_PJ49_18,CA_Te_JH_PJ49_19,CA_Te_JH_PJ49_2,CA_Te_JH_PJ49_20,CA_Te_JH_PJ49_21,CA_Te_JH_PJ49_22,CA_Te_JH_PJ49_23,CA_Te_JH_PJ49_24,CA_Te_JH_PJ49_3,CA_Te_JH_PJ49_4,CA_Te_JH_PJ49_5,CA_Te_JH_PJ49_6,CA_Te_JH_PJ49_7,CA_Te_JH_PJ49_8,CA_Te_JH_PJ49_9,CA_Te_JH_PJ50_1,CA_Te_JH_PJ50_10,CA_Te_JH_PJ50_11,CA_Te_JH_PJ50_12,CA_Te_JH_PJ50_13,CA_Te_JH_PJ50_14,CA_Te_JH_PJ50_15,CA_Te_JH_PJ50_16,CA_Te_JH_PJ50_17,CA_Te_JH_PJ50_18,CA_Te_JH_PJ50_19,CA_Te_JH_PJ50_2,CA_Te_JH_PJ50_20,CA_Te_JH_PJ50_21,CA_Te_JH_PJ50_22,CA_Te_JH_PJ50_23,CA_Te_JH_PJ50_24,CA_Te_JH_PJ50_3,CA_Te_JH_PJ50_4,CA_Te_JH_PJ50_5,CA_Te_JH_PJ50_6,CA_Te_JH_PJ50_7,CA_Te_JH_PJ50_8,CA_Te_JH_PJ50_9
CA_Te_JH_PJ50_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Te_JH_PJ50_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Te_JH_PJ50_22,NA,0.775728148815509,0.826678573184468,NA,2.1194628955166,1.0583986641118,0.671867373350547,0.947173029001578,0.735706794978741,1.01670785964228,0.688997779152598,0.80539876597507,1.18356180706581,0.775728148815509,0.616071840646316,0.866699927021236,1.94570185911271,1.21086387408323,0.895879734614027,NA,0.985653549569642,0.713392861237314,1.09687918467987,0.847089570444596,1.81217046648818,0.758878750340177,0.595775142163689,NA,NA,NA,0.735706794978741,0.524316178181544,NA,NA,NA,1.03972077083992,NA,NA,0,NA,NA,1.58281565517469,0.559407497992815,0.966783385578219,1.07800902068844,1.0583986641118,1.11964512131087,0.866699927021236
CA_Te_JH_PJ50_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
CA_Te_JH_PJ50_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
CA_Te_JH_PJ50_3,NA,0.775539148624259,1.21509087504938,NA,1.51747649335364,1.2355018723095,0.763028151747525,1.31554457998304,1.58281565517469,1.36086515250315,1.20397280432594,0.9255470812453,1.31554457998304,1.18100425673242,1.91120542336923,1.42216631354931,1.40255595697267,0.868388667405351,0.856012250604601,NA,0.580835212317623,1.07421720658339,1.00571840628289,1.16139390015578,1.40255595697267,1.8128502762462,1.02786250753126,NA,NA,NA,0.644546016581764,1.2355018723095,NA,NA,NA,1.00571840628289,NA,NA,1.58281565517469,NA,NA,0,1.40255595697267,1.33515493655968,2.43376722522779,1.85454108071573,0.792095564849658,0.729019132989366
CA_Te_JH_PJ50_4,NA,0.673536823983305,1.25255467855276,NA,2.32219544957069,1.07880966137193,0.825809763235198,0.7339691750802,0.895879734614027,1.0371188569024,0.581575404902841,1.92442205190331,0.776528789498996,0.564337532018313,0.601391518095174,1.15904463976501,2.52572864430826,1.23127487134336,0.653926467406664,NA,1.11729018193999,0.689352095926608,0.731627701128009,0.776528789498996,1.83258146374831,0.825809763235198,0.967584026261706,NA,NA,NA,1.11902328592824,0.579818495252942,NA,NA,NA,1.17791480375643,NA,NA,0.559407497992815,NA,NA,1.40255595697267,0,1.04126160410862,0.753579531656841,1.07880966137193,0.852374046119213,1.04126160410862
CA_Te_JH_PJ50_5,NA,1.06087196068526,1.34627300728312,NA,2.34180580614733,1.53373808920642,1.18189235643305,0.712757537136586,0.966783385578219,0.89421028398127,1.62283700901146,2.79133026886715,1.15904463976501,0.860201265223111,0.897255251299972,0.860201265223111,2.5453390008849,1.49204728473689,0.840590908646471,NA,0.568916500910695,1.27950731097086,1.26206368147064,1.22358316090258,1.73440878466857,1.25088522792,1.85219182032495,NA,NA,NA,1.02085060684849,1.04126160410862,NA,NA,NA,1.77288930523663,NA,NA,0.966783385578219,NA,NA,1.33515493655968,1.04126160410862,0,1.00680473941499,0.987194382838346,0.923277697083404,0.732367893713227
CA_Te_JH_PJ50_6,NA,1.31218638896617,1.2721650351294,NA,NA,0.887110924281364,1.58735746454122,1.04126160410862,1.2721650351294,1.11735383529548,0.986848242291466,1.69271798019904,0.840590908646471,0.955511445027436,0.810243874310343,1.17865499634165,NA,1.69271798019904,0.840590908646471,NA,1.48520723278485,0.954084910536233,0.712017344551369,0.796139146075637,1.85219182032495,0.393434996068781,1.44672671221679,NA,NA,NA,1.96531221568935,0.712757537136586,NA,NA,NA,1.19752516033307,NA,NA,1.07800902068844,NA,NA,2.43376722522779,0.753579531656841,1.00680473941499,0,0.840590908646471,1.15966647514763,1.38629436111989
CA_Te_JH_PJ50_7,NA,1.44672671221679,1.0583986641118,NA,1.98572321294947,1.27296567581289,0.92589322179218,1.02165124753198,0.524316178181544,0.734837985029471,0.856012250604601,2.07857273173057,1.02165124753198,0.564337532018313,0.833193132152498,0.840590908646471,2.52572864430826,1.56774710796457,0.967584026261706,NA,1.11729018193999,1.05225758961598,1.11729018193999,0.653926467406664,2.12026353620009,1.09774347871884,1.27296567581289,NA,NA,NA,1.18356180706581,0.967584026261706,NA,NA,NA,2.15874405676816,NA,NA,1.0583986641118,NA,NA,1.85454108071573,1.07880966137193,0.987194382838346,0.840590908646471,0,0.515901809498,0.887110924281364
CA_Te_JH_PJ50_8,NA,0.648840851381643,1.74825378073324,NA,2.07595720702179,1.90219617061789,0.810683241649687,0.712612103744054,0.783172884689653,0.810683241649687,0.963945821776317,2.42012115408379,0.552269453668874,0.776674222891528,0.909038388772714,1.22865934663459,2.2386684072391,0.973202171147462,0.670052489325258,NA,0.842064402517845,0.716407188377392,0.628490302219786,0.957734561777039,2.05634685044515,1.24146615774214,1.20904899005795,NA,NA,NA,0.99448197835686,0.957734561777039,NA,NA,NA,1.40168019045327,NA,NA,1.11964512131087,NA,NA,0.792095564849658,0.852374046119213,0.923277697083404,1.15966647514763,0.515901809498,0,1.09512795401006
CA_Te_JH_PJ50_9,NA,0.860201265223111,0.915490091190668,NA,1.31218638896617,0.887110924281364,0.522646727548787,0.887110924281364,0.866699927021236,0.798900104176945,1.0474728641079,1.25088522792,1.29257603238953,0.773189888233482,0.730201166636806,1.06087196068526,1.53373808920642,1.05672921347904,1.04126160410862,NA,0.44375335795669,0.848724394878407,0.792060052224905,0.635796496000458,1.44672671221679,1.58735746454122,1.15904463976501,NA,NA,NA,1.02085060684849,0.796139146075637,NA,NA,NA,0.925591444849428,NA,NA,0.866699927021236,NA,NA,0.729019132989366,1.04126160410862,0.732367893713227,1.38629436111989,0.887110924281364,1.09512795401006,0
