,CA_Te_JHxJR_PJ41_1,CA_Te_JHxJR_PJ41_10,CA_Te_JHxJR_PJ41_11,CA_Te_JHxJR_PJ41_12,CA_Te_JHxJR_PJ41_13,CA_Te_JHxJR_PJ41_14,CA_Te_JHxJR_PJ41_15,CA_Te_JHxJR_PJ41_16,CA_Te_JHxJR_PJ41_17,CA_Te_JHxJR_PJ41_18,CA_Te_JHxJR_PJ41_19,CA_Te_JHxJR_PJ41_2,CA_Te_JHxJR_PJ41_20,CA_Te_JHxJR_PJ41_21,CA_Te_JHxJR_PJ41_22,CA_Te_JHxJR_PJ41_23,CA_Te_JHxJR_PJ41_24,CA_Te_JHxJR_PJ41_3,CA_Te_JHxJR_PJ41_4,CA_Te_JHxJR_PJ41_5,CA_Te_JHxJR_PJ41_6,CA_Te_JHxJR_PJ41_7,CA_Te_JHxJR_PJ41_8,CA_Te_JHxJR_PJ41_9,CA_Te_JHxJR_PJ42_1,CA_Te_JHxJR_PJ42_10,CA_Te_JHxJR_PJ42_11,CA_Te_JHxJR_PJ42_12,CA_Te_JHxJR_PJ42_13,CA_Te_JHxJR_PJ42_14,CA_Te_JHxJR_PJ42_15,CA_Te_JHxJR_PJ42_16,CA_Te_JHxJR_PJ42_17,CA_Te_JHxJR_PJ42_18,CA_Te_JHxJR_PJ42_19,CA_Te_JHxJR_PJ42_2,CA_Te_JHxJR_PJ42_20,CA_Te_JHxJR_PJ42_21,CA_Te_JHxJR_PJ42_22,CA_Te_JHxJR_PJ42_23,CA_Te_JHxJR_PJ42_24,CA_Te_JHxJR_PJ42_3,CA_Te_JHxJR_PJ42_4,CA_Te_JHxJR_PJ42_5,CA_Te_JHxJR_PJ42_6,CA_Te_JHxJR_PJ42_7,CA_Te_JHxJR_PJ42_8,CA_Te_JHxJR_PJ42_9
CA_Te_JHxJR_PJ41_19,1.55334844578306,1.68571261166424,1.64865862558738,1.98572321294947,2.1783544133448,2.58381952145296,1.68571261166424,1.96531221568935,2.15948424935337,1.42631571495666,0,1.87180217690159,1.64865862558738,1.8086187872277,1.73440878466857,2.15948424935337,2.52492800362477,1.53788749061376,2.1783544133448,2.30178445231056,1.07974212467669,0.674277016568522,1.64865862558738,1.89067234089301,1.96531221568935,NA,2.09818308830721,1.26206368147064,1.73440878466857,1.73440878466857,1.21570898241851,1.71399778740844,2.1194628955166,NA,1.66752878957881,1.94403240847995,3.1745694956899,0.860201265223111,1.42631571495666,1.51332709194629,2.1783544133448,1.83178082306482,1.36668400454325,2.1783544133448,1.60863727175061,1.15904463976501,3.21807518418471,2.1783544133448
CA_Te_JHxJR_PJ41_2,0.693147180559945,0.554310500173142,0.815749502652278,0.887110924281364,1.26206368147064,0.97438160901886,0.656093194483084,0.510024983082504,0.906721280858004,3.21807518418471,1.87180217690159,0,1.17865499634165,0.9613209268405,0.987194382838346,0.773189888233482,0.820179911386343,1.25020541816198,0.879071429214535,1.07800902068844,1.66752878957881,1.89067234089301,1.31218638896617,0.792060052224905,0.579017854569455,NA,1.40503590774726,1.33105655295759,0.887110924281364,0.796139146075637,1.04385872549185,0.775728148815509,0.653125826723177,NA,1.66752878957881,0.557738047360057,0.823194238526421,1.00680473941499,0.966783385578219,0.966783385578219,0.637909372397647,0.477235160259513,0.405272837388625,0.712017344551369,1.83178082306482,1.62904826901074,1.13863364250488,0.834619666643701
CA_Te_JHxJR_PJ41_20,1.31218638896617,0.852803488729139,1.11803037452521,1.22358316090258,1.07974212467669,0.792060052224905,1.34924037504303,1.13863364250488,0.693147180559945,2.81261007607655,1.64865862558738,1.17865499634165,0,1.36678603494866,0.887110924281364,0.955511445027436,1.34627300728312,1.1324223825056,1.33105655295759,0.733168534396713,1.66752878957881,1.89067234089301,0.906721280858004,0.712017344551369,1.13863364250488,NA,2.50364819641537,1.77288930523663,0.840590908646471,1.09842001794857,0.897255251299972,1.13863364250488,0.692346539876458,NA,NA,1.18189235643305,0.776674222891528,1.24319351747922,1.07800902068844,1.60863727175061,1.07974212467669,1.02085060684849,1.29257603238953,0.568916500910695,1.96531221568935,3.93163336200479,1.07800902068844,1.33105655295759
CA_Te_JHxJR_PJ41_21,1.44089400710239,0.71069284046558,0.870349148634774,1.09586125009112,1.53980687876735,0.657417698568873,1.04716507708679,1.13260866667094,1.11547160666776,1.76859743339094,1.8086187872277,0.9613209268405,1.36678603494866,0,0.850738792058133,0.747746826542441,0.78776818037921,0.986351333025944,0.657417698568873,1.88638046904732,4.02471352855535,1.38565619894009,0.914800911205607,1.19150018449913,0.830327794798005,NA,1.74731762618154,0.933671075197031,1.09586125009112,1.27818280688507,1.55799070085278,0.830327794798005,0.874779557368839,NA,2.63841916743546,0.853499750159441,1.61973122923829,0.571856160078777,1.02138303156071,1.40087265326562,0.692509018380143,1.13260866667094,1.04179402882084,0.933671075197031,1.40087265326562,2.04032285893197,0.970089737173164,0.692509018380143
CA_Te_JHxJR_PJ41_22,0.673536823983305,0.601391518095174,0.673536823983305,0.544727175441672,0.954771252442219,0.618299015821006,0.710590810060166,1.0583986641118,0.796139146075637,2.09985253893996,1.73440878466857,0.987194382838346,0.887110924281364,0.850738792058133,0,0.405272837388625,0.713558177820073,0.601986402162968,0.954771252442219,0.847089570444595,3.25735634543627,3.25735634543627,0.796139146075637,0.424143001380049,0.713558177820073,NA,0.825809763235198,0.954771252442219,0.776528789498996,0.7339691750802,0.833193132152498,0.947173029001578,0.895879734614027,NA,NA,0.538127690783417,0.903667340506763,0.635796496000458,0.847089570444596,1.11902328592824,0.484767623196484,0.713558177820073,0.693147180559945,0.772449695648265,2.50531764704813,1.71479842809193,0.800569554809702,0.516516321511064
CA_Te_JHxJR_PJ41_23,0.732367893713227,0.461937180042127,0.906721280858004,0.935901088450796,1.66752878957881,0.602818052586377,1.21570898241851,0.915490091190668,0.906721280858004,2.30178445231056,2.15948424935337,0.773189888233482,0.955511445027436,0.747746826542441,0.405272837388625,0,0.579017854569455,0.844740310053818,0.674277016568522,0.966783385578219,2.1783544133448,3.27696670201291,1.06087196068526,0.602818052586377,0.653125826723177,NA,1.18189235643305,1.07974212467669,0.840590908646471,0.673536823983305,0.992565431104297,1.13863364250488,1.07800902068844,NA,2.1783544133448,0.3635820329191,1.03450333219363,0.732367893713227,1.07800902068844,1.51332709194629,0.637909372397647,0.820179911386343,0.987194382838346,0.536126678087705,2.52492800362477,2.13987389277673,0.510024983082504,0.637909372397647
CA_Te_JHxJR_PJ41_24,0.915490091190668,0.652439484817191,0.820179911386343,1.0583986641118,0.88557009101266,0.711216703867882,0.652439484817191,0.780158557549575,1.07800902068844,1.56861591791385,2.52492800362477,0.820179911386343,1.34627300728312,0.78776818037921,0.713558177820073,0.579017854569455,0,1.09240102866883,0.752038698388137,0.8754687373539,2.54379816761619,2.54379816761619,1.42631571495666,0.794598312806933,0.693147180559945,NA,1.01670785964228,1.62750743574204,0.800569554809703,0.847089570444595,0.952544077267529,0.780158557549575,1.03798766685167,NA,1.44518587894808,0.671867373350547,0.99448197835686,1.2721650351294,1.03798766685167,1.16315080980568,0.403732004119921,0.693147180559945,1.0583986641118,1.1575038064963,2.07944154167984,2.28217409573392,0.826678573184468,0.671995990714601
CA_Te_JHxJR_PJ41_3,0.496433615785603,1.06411585292463,0.621596758739609,1.00745151027113,0.640466922731032,0.863610474045242,1.06411585292463,1.09240102866883,1.38373681078651,2.19101331733694,1.53788749061376,1.25020541816198,1.1324223825056,0.986351333025944,0.601986402162968,0.844740310053818,1.09240102866883,0,1.55675765460519,1.68018769357095,2.6553699432733,1.96222276271335,1.38373681078651,0.863610474045242,0.399253848108886,NA,0.629288469180394,0.863610474045242,0.912141330466808,0.537447881025397,0.476329188022515,0.650568276389792,1.09240102866883,NA,2.6553699432733,0.629288469180394,1.1666783758304,0.931751687043448,0.724676248543514,0.987040513011005,0.575928401593461,0.80471895621705,0.825129953477178,0.783567766371706,3.28962560600505,1.70059869083108,1.21018406432521,0.515303779777026
CA_Te_JHxJR_PJ41_4,1.07974212467669,0.451819807160298,1.48520723278485,1.11729018193999,1.42403468910274,0.853489830635125,0.962645430926289,1.29103519912082,1.77288930523663,2.32065461630198,2.1783544133448,0.879071429214535,1.33105655295759,0.657417698568873,0.954771252442219,0.674277016568522,0.752038698388137,1.55675765460519,0,1.62750743574204,2.19722457733622,2.19722457733622,1.40516452511131,0.730887508542792,1.22204232763387,NA,1.60622762853264,0.993251773010283,1.11729018193999,1.11729018193999,1.36811053903445,1.36514317127455,1.1575038064963,NA,1.90954250488444,0.689936896658484,1.05337349618505,0.97438160901886,1.44518587894808,0.752038698388137,0.897941593205959,0.794598312806933,0.859461072637894,1.34992671694902,2.13833305950803,2.56420916487632,0.88557009101266,0.853489830635125
CA_Te_JHxJR_PJ41_5,1.07800902068844,1.24022614971931,1.07800902068844,1.40670535838002,1.53219725593771,1.03972077083992,1.00383737165508,1.23214368129263,0.775728148815509,3.87120101090789,2.30178445231056,1.07800902068844,0.733168534396713,1.88638046904732,0.847089570444595,0.966783385578219,0.8754687373539,1.68018769357095,1.62750743574204,0,3.23694534817614,2.13833305950803,0.966783385578219,0.985653549569642,1.23214368129263,NA,1.54733611070445,1.73286795139986,1.11902328592824,1.11902328592824,1.30921902120626,1.16315080980568,0.8754687373539,NA,3.23694534817614,0.905482224532052,0.608819497544875,1.71399778740844,1.56861591791385,1.30625165344635,1.03972077083992,1.03798766685167,1.25255467855276,1.03972077083992,3.87120101090789,2.28217409573392,1.38629436111989,1.36514317127455
CA_Te_JHxJR_PJ41_6,2.1783544133448,4.00716786864971,2.02420373351754,2.0045933769409,1.90954250488444,3.98898404656427,1.92772632696988,1.98418237968077,NA,0.752038698388137,1.07974212467669,1.66752878957881,1.66752878957881,4.02471352855535,3.25735634543627,2.1783544133448,2.54379816761619,2.6553699432733,2.19722457733622,3.23694534817614,0,0.730887508542792,3.27696670201291,2.19722457733622,1.98418237968077,NA,1.82937117984685,2.60268968544438,2.0045933769409,1.75327894865999,2.21540839942166,2.13833305950803,3.23694534817614,NA,1.09861228866811,2.11705325229863,3.88658684024127,2.36067597013875,1.44518587894808,2.13833305950803,2.60268968544438,2.32065461630198,2.8518912373281,2.37954613413017,0.711216703867882,0.731627701128009,2.54379816761619,3.29583686600433
CA_Te_JHxJR_PJ41_7,2.1783544133448,3.31402068808977,2.58381952145296,1.46559687620821,1.90954250488444,1.79175946922805,2.62087350752982,1.29103519912082,1.66752878957881,0.752038698388137,0.674277016568522,1.89067234089301,1.89067234089301,1.38565619894009,3.25735634543627,3.27696670201291,2.54379816761619,1.96222276271335,2.19722457733622,2.13833305950803,0.730887508542792,0,1.57221860977448,2.04307389750896,1.85065098705625,NA,3.21566554096674,1.68639895357023,1.87106198431637,2.56420916487632,NA,1.1575038064963,2.54379816761619,NA,1.42403468910274,2.11705325229863,2.50029247912138,1.66752878957881,1.85065098705625,1.73286795139986,2.60268968544438,3.23694534817614,1.87106198431637,2.19722457733622,0.88557009101266,1.11729018193999,2.32065461630198,1.5910887737659
CA_Te_JHxJR_PJ41_8,1.46633706879343,1.34924037504303,1.31218638896617,0.840590908646471,1.57221860977448,1.07974212467669,1.50339105487029,1.07800902068844,0.367724780125317,2.1194628955166,1.64865862558738,1.31218638896617,0.906721280858004,0.914800911205607,0.796139146075637,1.06087196068526,1.42631571495666,1.38373681078651,1.40516452511131,0.966783385578219,3.27696670201291,1.57221860977448,0,1.19752516033307,1.07800902068844,NA,1.49204728473689,1.66752878957881,2.13987389277673,2.13987389277673,1.68571261166424,1.20317216364245,1.07800902068844,NA,2.58381952145296,1.58735746454122,1.38281002646184,0.906721280858004,2.1194628955166,1.83178082306482,1.02567490340641,1.71399778740844,1.29257603238953,0.536126678087705,1.42631571495666,2.32219544957069,0.820179911386343,1.13690053851663
CA_Te_JHxJR_PJ41_9,1.02567490340641,0.573180664164566,1.02567490340641,0.731627701128009,0.944461608840852,0.770108221696074,1.01143559509572,1.09687918467987,0.97438160901886,3.23694534817614,1.89067234089301,0.792060052224905,0.712017344551369,1.19150018449913,0.424143001380049,0.602818052586377,0.794598312806933,0.863610474045242,0.730887508542792,0.985653549569642,2.19722457733622,2.04307389750896,1.19752516033307,0,1.09687918467987,NA,1.34386336406515,1.34992671694902,0.859461072637894,1.11729018193999,0.829114038301766,0.711216703867882,0.934360255182092,NA,1.90954250488444,0.913080447972694,0.628490302219786,1.02567490340641,0.794598312806933,0.934360255182092,0.897941593205959,0.794598312806933,0.654666659991881,0.730887508542792,1.73286795139986,1.55260825319784,0.839050075377767,0.897941593205959
CA_Te_JHxJR_PJ42_1,0.300304452100435,1.00383737165508,0.477235160259513,0.847089570444596,0.403732004119921,0.562796698749609,0.770222520473574,0.613104472886409,0.820179911386343,1.79175946922805,1.96531221568935,0.579017854569455,1.13863364250488,0.830327794798005,0.713558177820073,0.653125826723177,0.693147180559945,0.399253848108886,1.22204232763387,1.23214368129263,1.98418237968077,1.85065098705625,1.07800902068844,1.09687918467987,0,NA,0.714426987769343,0.934360255182092,0.800569554809703,0.365251483551857,0.547078969159365,0.693147180559945,0.780158557549575,NA,1.44518587894808,0.517716693523289,1.18863799279782,0.820179911386343,0.613104472886409,1.23214368129263,0.292506369009697,0.780158557549575,0.713558177820073,0.597888018560879,1.67397643357167,1.94570185911271,0.8754687373539,0.464356625936356
CA_Te_JHxJR_PJ42_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_Te_JHxJR_PJ42_11,0.754448341606111,1.84755500193229,1.05672921347905,1.23127487134336,0.913080447972694,1.82937117984685,1.21894634250991,1.45202593090012,1.81050101585543,2.75130891503038,2.09818308830721,1.40503590774726,2.50364819641537,1.74731762618154,0.825809763235198,1.18189235643305,1.01670785964228,0.629288469180394,1.60622762853264,1.54733611070445,1.82937117984685,3.21566554096674,1.49204728473689,1.34386336406515,0.714426987769343,NA,0,0.964373742360244,1.16228199985641,0.87459992740463,0.931264270058131,1.36501455391049,1.54733611070445,NA,2.52251836040679,0.93826963859293,1.60919093786746,1.40503590774726,1.45202593090012,1.01670785964228,0.964373742360244,1.36501455391049,0.87459992740463,1.60622762853264,2.24048329126439,1.6731076236224,1.90401105464318,0.964373742360244
CA_Te_JHxJR_PJ42_12,0.792060052224905,0.916125415291396,1.02567490340641,0.772449695648265,1.21639532432449,1.09861228866811,1.01143559509572,1.29103519912082,2.1783544133448,2.54379816761619,1.26206368147064,1.33105655295759,1.77288930523663,0.933671075197031,0.954771252442219,1.07974212467669,1.62750743574204,0.863610474045242,0.993251773010283,1.73286795139986,2.60268968544438,1.68639895357023,1.66752878957881,1.34992671694902,0.934360255182092,NA,0.964373742360244,0,0.731627701128009,0.692406987974728,0.674963358474508,1.44518587894808,1.22204232763387,NA,3.29583686600433,0.689936896658484,1.94067669118595,0.637909372397647,1.03972077083992,1.03972077083992,1.21639532432449,1.1575038064963,0.859461072637894,1.68639895357023,1.73286795139986,1.46559687620821,1.85065098705625,0.587786664902119
CA_Te_JHxJR_PJ42_13,0.887110924281364,0.790633517733702,0.712757537136586,1.13943428318836,0.859461072637894,0.549306144334055,0.790633517733702,1.0583986641118,1.62904826901074,2.28217409573392,1.73440878466857,0.887110924281364,0.840590908646471,1.09586125009112,0.776528789498996,0.840590908646471,0.800569554809703,0.912141330466808,1.11729018193999,1.11902328592824,2.0045933769409,1.87106198431637,2.13987389277673,0.859461072637894,0.800569554809703,NA,1.16228199985641,0.731627701128009,0,0.478035800943,0.877644894723332,0.633515470146537,0.713558177820073,NA,2.8518912373281,0.538127690783417,0.852374046119213,1.22358316090258,0.457624803682872,0.559407497992815,0.772449695648265,0.633515470146537,0.82098055206983,1.31144619638095,1.94570185911271,1.96611285637283,1.32666265070648,0.654666659991881
CA_Te_JHxJR_PJ42_14,0.376285300515373,0.924164910358225,0.564337532018313,1.42711635564015,0.654666659991881,0.654666659991881,0.710590810060166,1.0583986641118,1.73440878466857,1.94570185911271,1.73440878466857,0.796139146075637,1.09842001794857,1.27818280688507,0.7339691750802,0.673536823983305,0.847089570444595,0.537447881025397,1.11729018193999,1.11902328592824,1.75327894865999,2.56420916487632,2.13987389277673,1.11729018193999,0.365251483551857,NA,0.87459992740463,0.692406987974728,0.478035800943,0,0.502951445281921,0.800569554809702,0.947173029001578,NA,2.0045933769409,0.37382463949214,1.07551759743342,0.840590908646471,0.490414626505863,0.847089570444596,0.549306144334055,0.365251483551857,0.916290731874155,1.06013176810005,2.79299971949991,2.52572864430826,1.58902691517397,0.654666659991881
CA_Te_JHxJR_PJ42_15,0.350711544931903,0.806475865866949,0.621001874671814,1.13547400402543,0.573180664164566,0.74907133062823,0.658055860748675,0.857233897463204,1.34924037504303,2.15651688159347,1.21570898241851,1.04385872549185,0.897255251299972,1.55799070085278,0.833193132152498,0.992565431104297,0.952544077267529,0.476329188022515,1.36811053903445,1.30921902120626,2.21540839942166,NA,1.68571261166424,0.829114038301766,0.547078969159365,NA,0.931264270058131,0.674963358474508,0.877644894723332,0.502951445281921,0,1.05790459292536,0.952544077267529,NA,2.62087350752982,0.708120718743921,1.4198640125387,0.852803488729139,0.690179812800038,0.903753913098097,0.674963358474508,0.729400525953319,0.710590810060166,0.916125415291396,3.25512917026157,1.88924580640181,1.55038107802315,0.541431965849985
CA_Te_JHxJR_PJ42_16,0.966783385578219,1.1150630067653,0.866699927021236,0.713558177820073,0.934360255182092,0.711216703867882,1.05790459292536,0.65232518603969,1.02085060684849,2.07944154167984,1.71399778740844,0.775728148815509,1.13863364250488,0.830327794798005,0.947173029001578,1.13863364250488,0.780158557549575,0.650568276389792,1.36514317127455,1.16315080980568,2.13833305950803,1.1575038064963,1.20317216364245,0.711216703867882,0.693147180559945,NA,1.36501455391049,1.44518587894808,0.633515470146537,0.800569554809702,1.05790459292536,0,0.826678573184468,NA,1.22204232763387,0.854188930144502,1.05510660017329,1.60863727175061,0.65232518603969,0.693147180559945,0.671995990714601,0.65232518603969,0.672736183299818,1.1575038064963,1.47330573810952,1.25255467855276,0.735706794978741,0.6719959907146
