,NM_Soc_JMa_PJ23_1,NM_Soc_JMa_PJ23_10,NM_Soc_JMa_PJ23_11,NM_Soc_JMa_PJ23_12,NM_Soc_JMa_PJ23_13,NM_Soc_JMa_PJ23_14,NM_Soc_JMa_PJ23_15,NM_Soc_JMa_PJ23_16,NM_Soc_JMa_PJ23_17,NM_Soc_JMa_PJ23_18,NM_Soc_JMa_PJ23_19,NM_Soc_JMa_PJ23_2,NM_Soc_JMa_PJ23_20,NM_Soc_JMa_PJ23_21,NM_Soc_JMa_PJ23_22,NM_Soc_JMa_PJ23_23,NM_Soc_JMa_PJ23_24,NM_Soc_JMa_PJ23_3,NM_Soc_JMa_PJ23_4,NM_Soc_JMa_PJ23_5,NM_Soc_JMa_PJ23_6,NM_Soc_JMa_PJ23_7,NM_Soc_JMa_PJ23_8,NM_Soc_JMa_PJ23_9,NM_Soc_JMa_PJ24_1,NM_Soc_JMa_PJ24_10,NM_Soc_JMa_PJ24_11,NM_Soc_JMa_PJ24_12,NM_Soc_JMa_PJ24_13,NM_Soc_JMa_PJ24_14,NM_Soc_JMa_PJ24_15,NM_Soc_JMa_PJ24_16,NM_Soc_JMa_PJ24_17,NM_Soc_JMa_PJ24_18,NM_Soc_JMa_PJ24_19,NM_Soc_JMa_PJ24_2,NM_Soc_JMa_PJ24_20,NM_Soc_JMa_PJ24_21,NM_Soc_JMa_PJ24_22,NM_Soc_JMa_PJ24_23,NM_Soc_JMa_PJ24_24,NM_Soc_JMa_PJ24_3,NM_Soc_JMa_PJ24_4,NM_Soc_JMa_PJ24_5,NM_Soc_JMa_PJ24_6,NM_Soc_JMa_PJ24_7,NM_Soc_JMa_PJ24_8,NM_Soc_JMa_PJ24_9
NM_Soc_JMa_PJ23_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NM_Soc_JMa_PJ23_7,1.90954250488444,1.38565619894009,2.19722457733622,1.48520723278485,2.1783544133448,1.92772632696988,1.79175946922805,2.23295405932729,1.96222276271335,0.196072132066252,0.37806613392005,1.50407739677627,1.89067234089301,1.45976417109381,2.0045933769409,2.63841916743546,1.89067234089301,1.92772632696988,1.92772632696988,1.92772632696988,NA,0,2.62087350752982,2.21540839942166,2.1783544133448,2.56420916487632,2.21540839942166,1.57221860977448,2.60268968544438,2.19722457733622,1.66752878957881,2.02420373351754,1.92772632696988,0.897941593205959,0.693147180559945,1.48520723278485,1.94527198687551,3.3315663479954,1.46559687620821,2.62087350752982,2.19722457733622,NA,1.52226121886171,2.62087350752982,0.587786664902119,0.473606321106371,2.87150159390474,1.73907921139914
NM_Soc_JMa_PJ23_8,0.962645430926289,1.15252559274462,1.23457914640993,1.09792594676212,0.992565431104297,1.25276296849537,1.52226121886171,0.577161447841058,0.727643616303421,2.25113788141273,1.70458277565567,1.36811053903445,0.897255251299972,1.47794799317925,1.07831559018548,1.55799070085278,1.15508436060207,0.767255152713667,1.25276296849537,0.591364486250003,NA,2.62087350752982,0,1.94591014905531,0.992565431104297,1.6661022550876,1.25276296849537,1.21570898241851,1.01143559509572,1.11679611075355,1.21570898241851,1.15508436060207,0.624154309072994,1.23457914640993,1.2991176675475,1.21570898241851,0.907403134711635,2.25113788141273,1.48378069829365,1.94591014905531,1.11679611075355,1.11679611075355,0.806475865866949,0.559615787935423,2.21540839942166,1.50339105487029,0.656093194483084,1.57494147669062
NM_Soc_JMa_PJ23_9,0.369581708923326,0.516536826024623,0.480807344033551,0.852803488729139,0.587100322996133,0.658055860748675,0.451819807160298,0.951854897282468,0.881794296130679,2.25113788141273,1.92772632696988,0.369581708923326,1.09792594676212,0.405311190914398,0.710590810060166,0.379335704511138,0.554310500173142,0.498991166118988,0.693147180559945,1.54044504094715,NA,2.21540839942166,1.94591014905531,0,0.810243874310343,0.207487232388085,0.624154309072994,0.404778766202178,0.605970486987557,0.541431965849985,0.587100322996133,0.461937180042127,1.25276296849537,2.21540839942166,1.60927259585134,1.04385872549185,1.04716507708679,0.305227732357416,0.710590810060166,0.528844129268669,0.605970486987557,0.573180664164565,0.693147180559945,1.7227665977411,1.70458277565567,1.90885616297845,0.992565431104297,0.322178508195257
NM_Soc_JMa_PJ24_1,0.386594944116741,0.422324426107813,0.414765821083437,0.693147180559945,0.583947888594953,0.461937180042127,0.674277016568522,0.827789534215978,1.02706186684777,1.92640182288409,1.89067234089301,0.473606321106371,1.06087196068526,0.747746826542441,0.405272837388625,0.604645982901768,0.860201265223111,0.656093194483084,0.852803488729139,1.59040243185992,NA,2.1783544133448,0.992565431104297,0.810243874310343,0,0.987194382838346,0.350711544931903,0.655406852577098,0.637909372397647,0.536126678087705,0.860201265223111,0.693147180559945,1.09792594676212,1.89067234089301,2.1783544133448,0.517256514096281,1.17263002050771,0.914800911205607,0.673536823983305,0.810243874310343,0.602818052586377,0.602818052586377,0.810243874310343,1.42334834719675,2.36067597013875,2.56494935746154,1.24319351747922,0.764697602380282
NM_Soc_JMa_PJ24_10,0.484767623196484,0.520497105187556,0.618299015821006,0.796139146075637,0.46589745920506,0.636482837906444,0.45399596452973,0.895190554628967,0.912141330466808,2.59993864686739,2.34106561356211,0.45399596452973,0.753579531656841,0.402714069531173,0.693147180559945,0.520497105187556,0.376285300515373,0.636482837906444,0.601391518095174,1.88924580640181,NA,2.56420916487632,1.6661022550876,0.207487232388085,0.987194382838346,0,0.924164910358225,0.49764615751964,0.424143001380049,0.516516321511064,0.435125800538307,0.376285300515373,1.13547400402543,2.56420916487632,2.15874405676816,1.15904463976501,0.850738792058133,0.430884946497869,0.616186139423817,0.331101188355262,0.654666659991881,0.654666659991881,0.601391518095174,1.32963001846639,2.15874405676816,2.32219544957069,0.887110924281364,0.419664845369013
NM_Soc_JMa_PJ24_11,0.48080734403355,0.864843520292839,0.396249956005487,0.554310500173142,0.692460838653959,0.693147180559945,0.74907133062823,0.864843520292839,0.881794296130679,2.65660298952089,3.31402068808977,0.605970486987556,1.15508436060207,0.784800812619302,0.790633517733702,0.577161447841058,0.810243874310343,0.658055860748675,0.980829253011726,1.46040233327361,NA,2.21540839942166,1.25276296849537,0.624154309072994,0.350711544931903,0.924164910358225,0,0.554310500173142,0.423648930193602,0.711331002645383,0.730201166636806,1.09792594676212,0.934309237376833,2.39772995621561,2.21540839942166,0.404778766202178,1.55799070085278,0.864843520292839,0.601391518095174,0.658055860748675,0.480807344033551,0.916125415291396,0.72951482473082,2.63905732961526,2.62087350752982,2.37885979222419,1.04385872549185,0.65865074481647
NM_Soc_JMa_PJ24_12,0.44375335795669,0.422324426107813,0.414765821083437,0.367724780125317,0.619039208406223,0.461937180042127,0.414765821083437,0.604645982901768,0.621596758739609,1.92640182288409,1.77288930523663,0.332527722846465,1.06087196068526,0.604645982901768,0.599428851829583,0.604645982901768,0.550046336919272,0.587100322996133,0.730201166636806,1.28024750355608,NA,1.57221860977448,1.21570898241851,0.404778766202178,0.655406852577098,0.49764615751964,0.554310500173142,0,0.414765821083437,0.44375335795669,0.655406852577098,0.619039208406223,0.769421879790088,3.27696670201291,1.48520723278485,0.655406852577098,1.17263002050771,0.604645982901768,0.49764615751964,0.621001874671814,0.602818052586377,1.02567490340641,0.377379792014064,1.79107312732207,2.58381952145296,1.64865862558738,1.11803037452521,0.385207980675378
NM_Soc_JMa_PJ24_13,0.693147180559945,0.623516146893192,0.587786664902119,0.637909372397647,0.568916500910695,0.480807344033551,0.405465108108164,0.623516146893192,0.863610474045242,2.63841916743546,3.29583686600433,0.523248143764548,0.97438160901886,0.623516146893192,0.618299015821006,0.846659698207401,0.386594944116741,0.788292043781511,0.829114038301766,2.21540839942166,NA,2.60268968544438,1.01143559509572,0.605970486987557,0.637909372397647,0.424143001380049,0.423648930193602,0.414765821083437,0,0.523248143764548,0.414765821083437,0.637909372397647,0.916125415291396,2.37954613413017,2.60268968544438,0.602818052586377,1.19150018449913,0.498353003939186,0.3669845875401,0.369581708923326,0.275411979859967,0.810930216216329,0.573180664164565,2.0612577195944,3.98898404656427,2.58381952145296,0.97438160901886,0.404078144666802
NM_Soc_JMa_PJ24_14,0.587786664902119,0.441194590099237,0.523248143764548,0.925591444849428,0.473606321106371,0.541431965849985,0.65677953638907,1.02898125500136,1.26907558215341,2.63841916743546,2.60268968544438,0.554996842079128,1.02567490340641,0.846659698207401,0.516516321511064,0.55897762575562,0.792060052224905,0.639872038663238,0.639872038663238,1.92772632696988,NA,2.19722457733622,1.11679611075355,0.541431965849985,0.536126678087705,0.516516321511064,0.711331002645383,0.44375335795669,0.523248143764548,0,1.07974212467669,0.44375335795669,1.44221851118818,1.50407739677627,2.89037175789616,0.712017344551369,1.13434177065918,0.55897762575562,0.654666659991881,0.711331002645383,0.433635985074861,0.6216882165778,0.74907133062823,1.60927259585134,3.29583686600433,3.27696670201291,1.02567490340641,0.709459794217984
NM_Soc_JMa_PJ24_15,0.568916500910695,0.540107461764197,0.834619666643701,0.955511445027436,0.693147180559945,0.730201166636806,0.504377979773124,0.673638854388719,0.557058237602038,1.52093671477592,2.02420373351754,0.568916500910695,0.860201265223111,0.422324426107813,0.935901088450796,1.01011109100993,0.550046336919272,0.554310500173142,0.587100322996133,1.59040243185992,NA,1.66752878957881,1.21570898241851,0.587100322996133,0.860201265223111,0.435125800538307,0.730201166636806,0.655406852577098,0.414765821083437,1.07974212467669,0,0.773189888233482,0.769421879790088,3.97011388257285,1.48520723278485,0.773189888233482,1.23325464232414,0.747746826542441,0.49764615751964,0.461937180042127,0.792060052224905,0.879071429214535,0.656093194483084,1.68571261166424,2.36067597013875,1.75401914124521,0.693147180559945,0.333914686287828
NM_Soc_JMa_PJ24_16,0.536126678087705,0.342281718434277,0.568916500910695,0.732367893713227,0.550046336919272,0.377379792014064,0.568916500910695,0.604645982901768,0.844740310053818,1.92640182288409,2.1783544133448,0.504377979773124,0.655406852577098,0.786967539695723,0.49764615751964,0.509335803097443,0.619039208406223,0.730201166636806,0.587100322996133,1.28024750355608,NA,2.02420373351754,1.15508436060207,0.461937180042127,0.693147180559945,0.376285300515373,1.09792594676212,0.619039208406223,0.637909372397647,0.44375335795669,0.773189888233482,0,0.810243874310343,2.1783544133448,1.66752878957881,1.24319351747922,0.673638854388719,0.673638854388719,0.753579531656841,0.491790143191808,0.792060052224905,0.637909372397647,0.656093194483084,0.897255251299972,1.66752878957881,2.15948424935337,0.860201265223111,0.496433615785603
NM_Soc_JMa_PJ24_17,1.01143559509572,0.951854897282468,0.962645430926289,0.897255251299972,1.04385872549185,1.13497993283898,1.23457914640993,0.214255954151689,0.147825121050479,2.25113788141273,1.52226121886171,0.829114038301766,0.587100322996133,1.270308628401,1.07831559018548,1.15252559274462,0.992565431104297,0.72951482473082,0.934309237376833,0.470003629245736,NA,1.92772632696988,0.624154309072994,1.25276296849537,1.09792594676212,1.13547400402543,0.934309237376833,0.769421879790088,0.916125415291396,1.44221851118818,0.769421879790088,0.810243874310343,0,1.92772632696988,1.23457914640993,0.897255251299972,0.516536826024623,1.74031225764674,1.13547400402543,1.02961941718116,1.70458277565567,1.06272888948327,0.470003629245736,0.693147180559945,2.62087350752982,1.34924037504303,0.461937180042127,0.881794296130679
NM_Soc_JMa_PJ24_18,NA,2.63841916743546,3.29583686600433,NA,3.27696670201291,NA,3.29583686600433,2.63841916743546,2.6553699432733,0.766616990533865,0.693147180559945,2.60268968544438,1.89067234089301,3.3315663479954,3.25735634543627,1.94527198687551,3.27696670201291,NA,3.31402068808977,1.92772632696988,NA,0.897941593205959,1.23457914640993,2.21540839942166,1.89067234089301,2.56420916487632,2.39772995621561,3.27696670201291,2.37954613413017,1.50407739677627,3.97011388257285,2.1783544133448,1.92772632696988,0,0.897941593205959,2.1783544133448,1.94527198687551,2.23295405932729,NA,2.62087350752982,2.60268968544438,2.04307389750896,2.62087350752982,1.23457914640993,0.897941593205959,0.602818052586377,1.66752878957881,NA
NM_Soc_JMa_PJ24_19,1.50407739677627,1.53980687876735,1.5910887737659,1.26206368147064,1.77288930523663,1.36811053903445,1.34992671694902,1.7221284355613,1.26907558215341,0.846659698207401,0.6216882165778,1.50407739677627,1.40516452511131,1.19150018449913,1.87106198431637,1.53980687876735,1.57221860977448,1.44221851118818,1.92772632696988,0.916125415291396,NA,0.693147180559945,1.2991176675475,1.60927259585134,2.1783544133448,2.15874405676816,2.21540839942166,1.48520723278485,2.60268968544438,2.89037175789616,1.48520723278485,1.66752878957881,1.23457914640993,0.897941593205959,0,1.66752878957881,1.38565619894009,1.7221284355613,1.38555416853467,2.62087350752982,2.37954613413017,3.29583686600433,1.06272888948327,1.2991176675475,1.09861228866811,0.208913766879288,2.1783544133448,1.40260697477793
NM_Soc_JMa_PJ24_2,0.879071429214535,0.827789534215978,0.75123805770465,0.693147180559945,0.906721280858004,0.730201166636806,0.925591444849428,0.747746826542441,0.764697602380282,2.21408389533587,1.66752878957881,0.674277016568522,1.17865499634165,1.11547160666776,0.987194382838346,0.914800911205607,0.732367893713227,0.730201166636806,0.992565431104297,1.28024750355608,NA,1.48520723278485,1.21570898241851,1.04385872549185,0.517256514096281,1.15904463976501,0.404778766202178,0.655406852577098,0.602818052586377,0.712017344551369,0.773189888233482,1.24319351747922,0.897255251299972,2.1783544133448,1.66752878957881,0,1.70325827156988,1.06140438539748,0.49764615751964,0.769421879790088,0.792060052224905,0.925591444849428,0.852803488729138,1.59040243185992,NA,1.75401914124521,1.00680473941499,0.931751687043448
NM_Soc_JMa_PJ24_20,1.19150018449913,1.06471073699243,1.25212480631557,1.11547160666776,1.06140438539748,1.270308628401,1.38565619894009,0.802346472524937,0.745189276209056,1.98100146886658,1.53980687876735,0.980191090831924,0.177201968074828,1.2272296664902,1.04179402882084,1.17007125265025,0.786967539695723,1.15252559274462,1.04716507708679,0.864843520292839,NA,1.94527198687551,0.907403134711635,1.04716507708679,1.17263002050771,0.850738792058133,1.55799070085278,1.17263002050771,1.19150018449913,1.13434177065918,1.23325464232414,0.673638854388719,0.516536826024623,1.94527198687551,1.38565619894009,1.70325827156988,0,1.17007125265025,1.34717567837202,0.784800812619302,1.45976417109381,1.02898125500136,0.67560152065431,0.641699968978629,2.23295405932729,1.92640182288409,0.673638854388719,1.30480506414448
NM_Soc_JMa_PJ24_21,0.766616990533865,0.882389180198474,0.623516146893191,1.44089400710239,0.747746826542441,0.824021525772584,0.469365467065933,1.17007125265025,1.1870220284881,3.36729582998647,2.63841916743546,0.692509018380143,1.11547160666776,0.534082485930258,0.728136469965801,0.563935449079939,0.571856160078777,0.864843520292839,1.15252559274462,1.96345580896095,NA,3.3315663479954,2.25113788141273,0.305227732357416,0.914800911205607,0.430884946497869,0.864843520292839,0.604645982901768,0.498353003939186,0.55897762575562,0.747746826542441,0.673638854388719,1.74031225764674,2.23295405932729,1.7221284355613,1.06140438539748,1.17007125265025,0,0.654028497812079,0.546389789174304,0.55897762575562,0.55897762575562,0.784800812619302,2.25113788141273,2.23295405932729,2.61954900344403,1.36678603494866,0.339724168100892
NM_Soc_JMa_PJ24_22,0.583207696009736,0.585035626325127,0.424143001380049,0.46589745920506,0.753579531656841,0.502951445281921,0.261624071882274,0.990500734433292,1.00745151027113,2.19447353875923,1.64791843300216,0.692406987974728,0.887110924281364,0.520497105187556,0.82098055206983,0.654028497812079,0.46589745920506,0.534700143596501,0.672850482077318,1.32963001846639,NA,1.46559687620821,1.48378069829365,0.710590810060166,0.673536823983305,0.616186139423817,0.601391518095174,0.49764615751964,0.3669845875401,0.654666659991881,0.49764615751964,0.753579531656841,1.13547400402543,NA,1.38555416853467,0.49764615751964,1.34717567837202,0.654028497812079,0,0.472179786615167,0.312917366269824,0.815009310067061,0.790633517733702,2.02277719902633,2.34106561356211,1.36668400454325,1.73440878466857,0.419664845369013
NM_Soc_JMa_PJ24_23,0.916125415291396,0.784800812619302,0.711331002645383,0.943775266934865,0.852803488729138,0.658055860748675,0.510660307183232,0.951854897282468,0.968805673120309,2.65660298952089,2.62087350752982,0.674963358474508,0.522561801858562,0.71069284046558,0.972955074527657,0.67560152065431,0.491790143191808,1.08091271156871,0.767255152713667,2.41591377830105,NA,2.62087350752982,1.94591014905531,0.528844129268669,0.810243874310343,0.331101188355262,0.658055860748675,0.621001874671814,0.369581708923326,0.711331002645383,0.461937180042127,0.491790143191808,1.02961941718116,2.62087350752982,2.62087350752982,0.769421879790088,0.784800812619302,0.546389789174304,0.472179786615167,0,0.674963358474508,1.01143559509572,0.658055860748675,1.38629436111989,2.21540839942166,2.6020033435384,0.992565431104297,0.533487601862464
NM_Soc_JMa_PJ24_24,0.554996842079128,0.623516146893192,0.462623521948113,0.792060052224905,0.568916500910695,0.480807344033551,0.300104592450338,1.13434177065918,1.40260697477793,2.63841916743546,2.60268968544438,0.770108221696074,1.19752516033307,0.498353003939186,0.73162770112801,0.623516146893192,0.504377979773124,0.605970486987557,1.01143559509572,1.70458277565567,NA,2.19722457733622,1.11679611075355,0.605970486987557,0.602818052586377,0.654666659991881,0.480807344033551,0.602818052586377,0.275411979859967,0.433635985074861,0.792060052224905,0.792060052224905,1.70458277565567,2.60268968544438,2.37954613413017,0.792060052224905,1.45976417109381,0.55897762575562,0.312917366269824,0.674963358474508,0,0.810930216216329,0.829114038301766,3.31402068808977,2.60268968544438,2.58381952145296,1.89067234089301,0.404078144666802
NM_Soc_JMa_PJ24_3,0.523248143764548,0.55897762575562,0.523248143764548,0.97438160901886,0.504377979773124,0.674963358474508,0.770108221696074,0.623516146893192,0.950621851034872,3.3315663479954,3.98898404656427,0.554996842079128,1.07974212467669,0.692509018380143,0.395155464506797,0.498353003939186,0.834619666643701,0.369581708923326,0.74907133062823,1.44221851118818,NA,NA,1.11679611075355,0.573180664164565,0.602818052586377,0.654666659991881,0.916125415291396,1.02567490340641,0.810930216216329,0.6216882165778,0.879071429214535,0.637909372397647,1.06272888948327,2.04307389750896,3.29583686600433,0.925591444849428,1.02898125500136,0.55897762575562,0.815009310067061,1.01143559509572,0.810930216216329,0,1.06272888948327,1.11679611075355,2.37954613413017,3.97011388257285,0.712017344551369,0.863610474045242
NM_Soc_JMa_PJ24_4,0.541431965849985,0.641699968978629,0.541431965849985,0.621001874671814,0.404778766202178,0.693147180559945,0.711331002645383,0.354017896526848,0.422261966752239,1.74031225764674,2.0612577195944,0.369581708923326,0.692460838653959,0.546389789174304,0.567489966419492,0.71069284046558,0.656093194483084,0.658055860748675,0.889857474806,1.19213834667893,NA,1.52226121886171,0.806475865866949,0.693147180559945,0.810243874310343,0.601391518095174,0.72951482473082,0.377379792014064,0.573180664164565,0.74907133062823,0.656093194483084,0.656093194483084,0.470003629245736,2.62087350752982,1.06272888948327,0.852803488729138,0.67560152065431,0.784800812619302,0.790633517733702,0.658055860748675,0.829114038301766,1.06272888948327,0,1.19213834667893,2.62087350752982,1.42334834719675,0.769421879790088,0.594112223678898
NM_Soc_JMa_PJ24_5,1.92772632696988,1.55799070085278,1.70458277565567,1.21570898241851,1.68571261166424,1.54044504094715,2.39772995621561,0.71069284046558,0.801751588457143,1.96345580896095,1.60927259585134,1.44221851118818,0.656093194483084,2.65660298952089,1.57079207528328,1.270308628401,1.15508436060207,1.13497993283898,1.02961941718116,0.470003629245736,NA,2.62087350752982,0.559615787935423,1.7227665977411,1.42334834719675,1.32963001846639,2.63905732961526,1.79107312732207,2.0612577195944,1.60927259585134,1.68571261166424,0.897255251299972,0.693147180559945,1.23457914640993,1.2991176675475,1.59040243185992,0.641699968978629,2.25113788141273,2.02277719902633,1.38629436111989,3.31402068808977,1.11679611075355,1.19213834667893,0,1.70458277565567,1.59040243185992,0.621001874671814,2.67355376535873
NM_Soc_JMa_PJ24_6,2.04307389750896,2.63841916743546,2.04307389750896,2.58381952145296,3.97011388257285,2.62087350752982,2.37954613413017,3.3315663479954,2.6553699432733,0.361151882425701,0.492476485097794,2.37954613413017,2.1783544133448,2.23295405932729,3.95050352599621,1.94527198687551,2.02420373351754,2.21540839942166,2.62087350752982,1.92772632696988,NA,0.587786664902119,2.21540839942166,1.70458277565567,2.36067597013875,2.15874405676816,2.62087350752982,2.58381952145296,3.98898404656427,3.29583686600433,2.36067597013875,1.66752878957881,2.62087350752982,0.897941593205959,1.09861228866811,NA,2.23295405932729,2.23295405932729,2.34106561356211,2.21540839942166,2.60268968544438,2.37954613413017,2.62087350752982,1.70458277565567,0,0.834619666643701,3.27696670201291,2.24990483516513
NM_Soc_JMa_PJ24_7,1.77288930523663,1.92640182288409,1.89067234089301,1.46633706879343,2.15948424935337,1.90885616297845,1.57221860977448,1.92640182288409,1.53788749061376,0.673638854388719,0.504377979773124,1.66752878957881,1.87180217690159,1.36678603494866,1.98572321294947,1.92640182288409,1.64865862558738,1.79107312732207,2.6020033435384,1.15508436060207,NA,0.473606321106371,1.50339105487029,1.90885616297845,2.56494935746154,2.32219544957069,2.37885979222419,1.64865862558738,2.58381952145296,3.27696670201291,1.75401914124521,2.15948424935337,1.34924037504303,0.602818052586377,0.208913766879288,1.75401914124521,1.92640182288409,2.61954900344403,1.36668400454325,2.6020033435384,2.58381952145296,3.97011388257285,1.42334834719675,1.59040243185992,0.834619666643701,0,3.25809653802148,1.72020904740772
NM_Soc_JMa_PJ24_8,1.19752516033307,0.914800911205607,1.40516452511131,1.31218638896617,0.906721280858004,1.15508436060207,1.89067234089301,0.45049530307451,0.557058237602038,2.61954900344403,3.27696670201291,0.879071429214535,0.550046336919272,1.36678603494866,1.04126160410862,1.36678603494866,1.31218638896617,0.769421879790088,0.810243874310343,1.04385872549185,NA,2.87150159390474,0.656093194483084,0.992565431104297,1.24319351747922,0.887110924281364,1.04385872549185,1.11803037452521,0.97438160901886,1.02567490340641,0.693147180559945,0.860201265223111,0.461937180042127,1.66752878957881,2.1783544133448,1.00680473941499,0.673638854388719,1.36678603494866,1.73440878466857,0.992565431104297,1.89067234089301,0.712017344551369,0.769421879790088,0.621001874671814,3.27696670201291,3.25809653802148,0,1.25020541816198
NM_Soc_JMa_PJ24_9,0.458145365937078,0.439807626657874,0.458145365937078,0.931751687043448,0.764697602380282,0.476329188022515,0.213022907904093,0.676196404722105,0.628608659422374,1.77480869339021,1.96222276271335,0.515303779777026,1.02706186684777,0.248752389895165,0.825129953477178,0.551033261768099,0.439275201945654,0.533487601862464,0.881794296130679,1.16947636858246,NA,1.73907921139914,1.57494147669062,0.322178508195257,0.764697602380282,0.419664845369013,0.65865074481647,0.385207980675378,0.404078144666802,0.709459794217984,0.333914686287828,0.496433615785603,0.881794296130679,NA,1.40260697477793,0.931751687043448,1.30480506414448,0.339724168100892,0.419664845369013,0.533487601862464,0.404078144666802,0.863610474045242,0.594112223678898,2.67355376535873,2.24990483516513,1.72020904740772,1.25020541816198,0
