,CA_Sol_Jai_PJ33_1,CA_Sol_Jai_PJ33_10,CA_Sol_Jai_PJ33_11,CA_Sol_Jai_PJ33_12,CA_Sol_Jai_PJ33_13,CA_Sol_Jai_PJ33_14,CA_Sol_Jai_PJ33_15,CA_Sol_Jai_PJ33_16,CA_Sol_Jai_PJ33_17,CA_Sol_Jai_PJ33_18,CA_Sol_Jai_PJ33_19,CA_Sol_Jai_PJ33_2,CA_Sol_Jai_PJ33_20,CA_Sol_Jai_PJ33_21,CA_Sol_Jai_PJ33_22,CA_Sol_Jai_PJ33_23,CA_Sol_Jai_PJ33_24,CA_Sol_Jai_PJ33_3,CA_Sol_Jai_PJ33_4,CA_Sol_Jai_PJ33_5,CA_Sol_Jai_PJ33_6,CA_Sol_Jai_PJ33_7,CA_Sol_Jai_PJ33_8,CA_Sol_Jai_PJ33_9,CA_Sol_Jai_PJ34_1,CA_Sol_Jai_PJ34_10,CA_Sol_Jai_PJ34_11,CA_Sol_Jai_PJ34_12,CA_Sol_Jai_PJ34_13,CA_Sol_Jai_PJ34_14,CA_Sol_Jai_PJ34_15,CA_Sol_Jai_PJ34_16,CA_Sol_Jai_PJ34_17,CA_Sol_Jai_PJ34_18,CA_Sol_Jai_PJ34_19,CA_Sol_Jai_PJ34_2,CA_Sol_Jai_PJ34_20,CA_Sol_Jai_PJ34_21,CA_Sol_Jai_PJ34_22,CA_Sol_Jai_PJ34_23,CA_Sol_Jai_PJ34_24,CA_Sol_Jai_PJ34_3,CA_Sol_Jai_PJ34_4,CA_Sol_Jai_PJ34_5,CA_Sol_Jai_PJ34_6,CA_Sol_Jai_PJ34_7,CA_Sol_Jai_PJ34_8,CA_Sol_Jai_PJ34_9
CA_Sol_Jai_PJ34_15,NA,1.93560050545395,1.89854651937708,NA,NA,1.87893616280044,NA,2.2350187559983,2.2350187559983,1.44656139563403,NA,NA,2.512761953295,2.35137525716348,2.47703247130393,1.44656139563403,NA,1.36303435330244,NA,1.52226121886171,1.51604995886243,2.43855195073587,1.54187157543835,1.99139603815818,1.48057041439219,1.05225758961598,1.48057041439219,1.13640646733019,1.06584297035868,0.721002484066948,0,0.549306144334055,1.25989695439422,1.07186794619262,1.09638511349342,0.880407332689317,1.50185022160158,2.01267584536757,1.60721073725941,1.25989695439422,0.991138896613094,1.05225758961598,0.954084910536233,0.799934230708975,1.05225758961598,3.22285990969279,0.900017689265957,1.25989695439422
CA_Sol_Jai_PJ34_16,NA,NA,1.68571261166424,NA,NA,3.2755401675217,NA,3.29515052409834,NA,2.19653823543023,NA,NA,3.34975017008084,2.78289836584115,2.62087350752982,2.88968541599018,NA,2.51847630120681,NA,2.35924943564755,1.65989099508832,2.58239298696176,2.6020033435384,2.13523707438407,1.15440782137234,1.07831559018548,1.03662478571596,0.692460838653959,0.951854897282468,0.577161447841058,0.549306144334055,0,0.924164910358225,0.692460838653959,1.00383737165508,0.833193132152498,1.38332699335998,2.56198198970163,0.903753913098097,0.972955074527657,0.470003629245736,0.534700143596501,0.897255251299972,0.656093194483084,0.833193132152498,1.28725940423884,0.730201166636806,2.17692787885359
CA_Sol_Jai_PJ34_17,NA,1.88924580640181,1.53373808920642,NA,NA,1.42711635564015,NA,NA,1.62904826901074,3.23848618144484,NA,NA,2.59993864686739,2.0330868426277,2.15874405676816,2.13987389277673,NA,2.2386684072391,NA,1.51412773262978,2.70183894110293,1.71479842809193,2.13987389277673,3.17718502039868,1.56774710796457,1.83258146374831,0.92589322179218,1.15904463976501,1.42128365052575,0.654028497812079,1.25989695439422,0.924164910358225,0,0.887110924281364,1.81217046648818,0.916290731874155,1.18356180706581,1.32666265070648,1.25255467855276,1.51412773262978,0.833193132152498,1.20397280432594,0.935901088450796,0.712757537136586,0.693147180559945,1.23059506158534,0.887110924281364,1.83258146374831
CA_Sol_Jai_PJ34_18,NA,2.19653823543023,2.34180580614733,NA,NA,2.32219544957069,NA,2.56494935746154,2.56494935746154,3.95124371858143,NA,NA,1.92640182288409,2.2350187559983,1.33105655295759,2.15948424935337,NA,2.07595720702179,NA,2.13987389277673,1.25511222888614,2.5453390008849,3.25809653802148,1.40503590774726,1.69271798019904,1.53373808920642,0.945503578368821,1.64865862558738,1.11547160666776,0.571856160078777,1.07186794619262,0.692460838653959,0.887110924281364,0,1.2721650351294,0.840590908646471,1.71399778740844,2.30178445231056,1.96531221568935,1.85219182032495,0.810243874310343,0.712757537136586,0.583947888594953,1.11803037452521,1.04126160410862,0.931751687043448,1.00680473941499,1.53373808920642
CA_Sol_Jai_PJ34_19,NA,3.25512917026157,0.966783385578219,NA,NA,1.94570185911271,NA,2.1194628955166,1.83178082306482,1.60863727175061,NA,NA,2.1740625414991,2.19499740216153,1.53219725593771,2.1194628955166,NA,1.63047074507686,NA,1.94570185911271,1.58281565517469,2.50531764704813,2.52492800362477,1.90401105464318,1.14187100259628,1.25255467855276,1.36501455391049,0.915490091190668,1.02138303156071,1.07545025283099,1.09638511349342,1.00383737165508,1.81217046648818,1.2721650351294,0,1.94570185911271,1.67397643357167,1.23214368129263,1.92529086185258,1.0583986641118,1.24022614971931,1.94570185911271,1.60863727175061,1.02085060684849,2.50531764704813,0.89173033320668,1.34627300728312,1.58902691517397
CA_Sol_Jai_PJ34_2,NA,2.02277719902633,2.5453390008849,NA,NA,2.52572864430826,NA,2.32219544957069,2.5453390008849,2.5453390008849,NA,NA,NA,2.0330868426277,2.56420916487632,1.85219182032495,NA,1.54552122667916,NA,1.96611285637283,2.41415686865115,2.81341071676004,1.98572321294947,1.92442205190331,1.79089065927878,2.12026353620009,0.979960443062456,1.36668400454325,1.09586125009112,0.489725446520803,0.880407332689317,0.833193132152498,0.916290731874155,0.840590908646471,1.94570185911271,0,1.49371673536965,1.81217046648818,1.11902328592824,1.20397280432594,0.972955074527657,0.693147180559945,0.987194382838346,1.15904463976501,0.82098055206983,1.36412645420986,0.935901088450796,1.6094379124341
CA_Sol_Jai_PJ34_20,NA,2.15651688159347,1.02085060684849,NA,NA,1.58902691517397,NA,2.1194628955166,2.1194628955166,1.60863727175061,NA,NA,1.88638046904732,1.31952866480763,1.62750743574204,1.60863727175061,NA,2.44140096129319,NA,1.49371673536965,1.58281565517469,1.11902328592824,1.07800902068844,1.77047966201866,0.714426987769343,2.50531764704813,0.854188930144502,1.42631571495666,1.88638046904732,1.19323328848737,1.50185022160158,1.38332699335998,1.18356180706581,1.71399778740844,1.67397643357167,1.49371673536965,0,1.30625165344635,1.92529086185258,1.0583986641118,1.05790459292536,1.49371673536965,1.60863727175061,0.775728148815509,0.559407497992815,0.724676248543514,0.61538549874033,1.40670535838002
CA_Sol_Jai_PJ34_21,NA,1.86883480914168,1.34627300728312,NA,NA,1.11902328592824,NA,3.21807518418471,1.83178082306482,2.52492800362477,NA,NA,2.57952764960726,1.60721073725941,1.85065098705625,2.52492800362477,NA,3.13454814185313,NA,1.81217046648818,3.78004023251091,2.28217409573392,2.52492800362477,3.15677402313855,1.21086387408323,0.847089570444596,1.14187100259628,1.51332709194629,1.3267646811119,1.56792673792878,2.01267584536757,2.56198198970163,1.32666265070648,2.30178445231056,1.23214368129263,1.81217046648818,1.30625165344635,0,1.30625165344635,1.00124025027185,1.7510517734853,2.09985253893996,1.71399778740844,1.51332709194629,1.6943874308318,1.21018406432521,1.96531221568935,0.800569554809702
CA_Sol_Jai_PJ34_22,NA,3.25512917026157,2.81261007607655,NA,NA,2.09985253893996,NA,3.91122236474466,1.96531221568935,2.52492800362477,NA,NA,2.57952764960726,1.60721073725941,2.54379816761619,3.21807518418471,NA,3.13454814185313,NA,3.19846482760807,1.98828076328286,1.94570185911271,2.1194628955166,2.75130891503038,1.54733611070445,0.756117792238869,1.65269662636227,1.60863727175061,1.19323328848737,1.3267646811119,1.60721073725941,0.903753913098097,1.25255467855276,1.96531221568935,1.92529086185258,1.11902328592824,1.92529086185258,1.30625165344635,0,1.25255467855276,1.46336970103352,1.58902691517397,1.42631571495666,1.83178082306482,1.18356180706581,1.90333124488516,1.2721650351294,1.49371673536965
CA_Sol_Jai_PJ34_23,NA,1.57079207528328,2.5453390008849,NA,NA,1.71479842809193,NA,2.13987389277673,1.85219182032495,2.13987389277673,NA,NA,2.19447353875923,1.62762173451954,2.15874405676816,1.85219182032495,NA,1.65088174233698,NA,1.34707364796661,1.497866136777,1.6094379124341,1.36668400454325,1.6731076236224,0.825809763235198,1.20397280432594,0.825809763235198,0.564337532018313,0.895190554628967,1.27818280688507,1.25989695439422,0.972955074527657,1.51412773262978,1.85219182032495,1.0583986641118,1.20397280432594,1.0583986641118,1.00124025027185,1.25255467855276,0,1.40373799062011,1.71479842809193,1.98572321294947,1.04126160410862,1.13943428318836,0.67097927364992,1.09842001794857,1.42711635564015
CA_Sol_Jai_PJ34_24,NA,2.23359222150709,1.34924037504303,NA,NA,1.6661022550876,NA,2.19653823543023,2.6020033435384,1.68571261166424,NA,NA,1.74031225764674,2.0897511852812,1.23457914640993,1.79107312732207,NA,1.60218556933266,NA,1.57079207528328,1.21805824280928,1.6661022550876,1.90885616297845,2.13523707438407,0.882474105888699,1.6661022550876,0.461260640812396,0.897255251299972,0.641699968978629,1.04716507708679,0.991138896613094,0.470003629245736,0.833193132152498,0.810243874310343,1.24022614971931,0.972955074527657,1.05790459292536,1.7510517734853,1.46336970103352,1.40373799062011,0,0.749811523213447,1.04385872549185,1.34924037504303,1.13547400402543,1.57494147669062,0.730201166636806,2.02277719902633
CA_Sol_Jai_PJ34_3,NA,2.58239298696176,1.85219182032495,NA,NA,2.30258509299405,NA,2.32219544957069,3.93163336200479,2.5453390008849,NA,NA,NA,3.82484631185576,3.95050352599621,3.23848618144484,NA,2.46181195855331,NA,3.2188758248682,1.85454108071573,3.2188758248682,3.93163336200479,1.6731076236224,1.23127487134336,1.42711635564015,1.09774347871884,1.29257603238953,1.09586125009112,0.808179177639337,1.05225758961598,0.534700143596501,1.20397280432594,0.712757537136586,1.94570185911271,0.693147180559945,1.49371673536965,2.09985253893996,1.58902691517397,1.71479842809193,0.749811523213447,0,0.987194382838346,0.887110924281364,0.82098055206983,1.36412645420986,1.04126160410862,3.91202300542815
CA_Sol_Jai_PJ34_4,NA,NA,2.15948424935337,NA,NA,2.13987389277673,NA,2.56494935746154,1.87180217690159,2.00533356952611,NA,NA,1.70325827156988,2.2350187559983,1.57221860977448,3.25809653802148,NA,3.1745694956899,NA,2.32219544957069,1.62283700901146,1.98572321294947,1.75401914124521,2.09818308830721,2.79133026886715,1.29257603238953,1.49204728473689,3.25809653802148,1.23325464232414,1.01011109100993,0.954084910536233,0.897255251299972,0.935901088450796,0.583947888594953,1.60863727175061,0.987194382838346,1.60863727175061,1.71399778740844,1.42631571495666,1.98572321294947,1.04385872549185,0.987194382838346,0,1.46633706879343,1.04126160410862,1.72020904740772,0.860201265223111,1.44672671221679
CA_Sol_Jai_PJ34_5,NA,2.6020033435384,1.11803037452521,NA,NA,1.36668400454325,NA,3.25809653802148,1.87180217690159,3.25809653802148,NA,NA,NA,1.64723209109618,3.27696670201291,2.85263142991332,NA,2.76910438758173,NA,2.13987389277673,2.43376722522779,1.98572321294947,2.34180580614733,2.50364819641537,0.798900104176945,2.5453390008849,1.05672921347905,0.955511445027436,2.21408389533587,0.422324426107813,0.799934230708975,0.656093194483084,0.712757537136586,1.11803037452521,1.02085060684849,1.15904463976501,0.775728148815509,1.51332709194629,1.83178082306482,1.04126160410862,1.34924037504303,0.887110924281364,1.46633706879343,0,0.935901088450796,0.844740310053818,1.00680473941499,2.5453390008849
CA_Sol_Jai_PJ34_6,NA,1.88924580640181,1.44672671221679,NA,NA,1.51412773262978,NA,NA,1.85219182032495,1.29257603238953,NA,NA,2.59993864686739,1.52226121886171,2.34106561356211,1.85219182032495,NA,3.15495913911326,NA,1.6094379124341,2.70183894110293,1.71479842809193,1.29257603238953,1.30538284349708,1.38542555117062,1.27296567581289,0.92589322179218,1.36668400454325,1.2136442857475,0.808179177639337,1.05225758961598,0.833193132152498,0.693147180559945,1.04126160410862,2.50531764704813,0.82098055206983,0.559407497992815,1.6943874308318,1.18356180706581,1.13943428318836,1.13547400402543,0.82098055206983,1.04126160410862,0.935901088450796,0,0.912141330466808,0.46589745920506,1.71479842809193
CA_Sol_Jai_PJ34_7,NA,1.75726303348458,1.53788749061376,NA,NA,1.70059869083108,NA,2.23103467117371,2.63649977928187,2.63649977928187,NA,NA,2.69109942526437,1.8365655485729,1.73907921139914,1.72020904740772,NA,1.85982555639034,NA,1.51827713403712,1.58902691517397,1.51827713403712,1.38373681078651,1.32243564974034,0.870450525997282,1.92374224214529,1.07112122145943,1.1324223825056,1.30480506414448,0.676196404722105,3.22285990969279,1.28725940423884,1.23059506158534,0.931751687043448,0.89173033320668,1.36412645420986,0.724676248543514,1.21018406432521,1.90333124488516,0.67097927364992,1.57494147669062,1.36412645420986,1.72020904740772,0.844740310053818,0.912141330466808,0,1.02706186684777,1.51827713403712
CA_Sol_Jai_PJ34_8,NA,2.19653823543023,1.87180217690159,NA,NA,2.13987389277673,NA,2.56494935746154,2.56494935746154,1.64865862558738,NA,NA,1.70325827156988,1.89854651937708,1.66752878957881,2.34180580614733,NA,2.76910438758173,NA,1.85219182032495,1.33515493655968,1.22358316090258,1.38629436111989,1.11735383529548,1.81050101585543,0.987194382838346,0.671066732667061,1.24319351747922,0.9613209268405,0.747746826542441,0.900017689265957,0.730201166636806,0.887110924281364,1.00680473941499,1.34627300728312,0.935901088450796,0.61538549874033,1.96531221568935,1.2721650351294,1.09842001794857,0.730201166636806,1.04126160410862,0.860201265223111,1.00680473941499,0.46589745920506,1.02706186684777,0,1.44672671221679
CA_Sol_Jai_PJ34_9,NA,1.88924580640181,1.98572321294947,NA,NA,0.967584026261706,NA,2.83302107333668,1.62904826901074,1.62904826901074,NA,NA,2.59993864686739,2.72623402318765,2.15874405676816,1.85219182032495,NA,1.65088174233698,NA,1.07880966137193,1.72100968809121,2.52572864430826,1.44672671221679,1.92442205190331,1.6731076236224,1.13943428318836,1.56774710796457,1.53373808920642,1.2136442857475,1.78900843065106,1.25989695439422,2.17692787885359,1.83258146374831,1.53373808920642,1.58902691517397,1.6094379124341,1.40670535838002,0.800569554809702,1.49371673536965,1.42711635564015,2.02277719902633,3.91202300542815,1.44672671221679,2.5453390008849,1.71479842809193,1.51827713403712,1.44672671221679,0
