,CA_SD_Jsp_PJ5_1,CA_SD_Jsp_PJ5_10,CA_SD_Jsp_PJ5_11,CA_SD_Jsp_PJ5_12,CA_SD_Jsp_PJ5_13,CA_SD_Jsp_PJ5_14,CA_SD_Jsp_PJ5_15,CA_SD_Jsp_PJ5_16,CA_SD_Jsp_PJ5_17,CA_SD_Jsp_PJ5_19,CA_SD_Jsp_PJ5_2,CA_SD_Jsp_PJ5_21,CA_SD_Jsp_PJ5_22,CA_SD_Jsp_PJ5_23,CA_SD_Jsp_PJ5_24,CA_SD_Jsp_PJ5_3,CA_SD_Jsp_PJ5_4,CA_SD_Jsp_PJ5_5,CA_SD_Jsp_PJ5_6,CA_SD_Jsp_PJ5_7,CA_SD_Jsp_PJ5_8,CA_SD_Jsp_PJ5_9,CA_SD_Jsp_PJ6_1,CA_SD_Jsp_PJ6_10,CA_SD_Jsp_PJ6_11,CA_SD_Jsp_PJ6_13,CA_SD_Jsp_PJ6_14,CA_SD_Jsp_PJ6_15,CA_SD_Jsp_PJ6_16,CA_SD_Jsp_PJ6_17,CA_SD_Jsp_PJ6_18,CA_SD_Jsp_PJ6_19,CA_SD_Jsp_PJ6_2,CA_SD_Jsp_PJ6_20,CA_SD_Jsp_PJ6_21,CA_SD_Jsp_PJ6_22,CA_SD_Jsp_PJ6_23,CA_SD_Jsp_PJ6_24,CA_SD_Jsp_PJ6_4,CA_SD_Jsp_PJ6_5,CA_SD_Jsp_PJ6_6,CA_SD_Jsp_PJ6_7,CA_SD_Jsp_PJ6_8,CA_SD_Jsp_PJ6_9,CA_SD_Jsp_PJ7_1,CA_SD_Jsp_PJ7_10,CA_SD_Jsp_PJ7_11,CA_SD_Jsp_PJ7_12,CA_SD_Jsp_PJ7_13,CA_SD_Jsp_PJ7_14,CA_SD_Jsp_PJ7_15,CA_SD_Jsp_PJ7_16,CA_SD_Jsp_PJ7_17,CA_SD_Jsp_PJ7_18,CA_SD_Jsp_PJ7_19,CA_SD_Jsp_PJ7_2,CA_SD_Jsp_PJ7_20,CA_SD_Jsp_PJ7_21,CA_SD_Jsp_PJ7_24,CA_SD_Jsp_PJ7_3,CA_SD_Jsp_PJ7_4,CA_SD_Jsp_PJ7_5,CA_SD_Jsp_PJ7_7,CA_SD_Jsp_PJ7_8,CA_SD_Jsp_PJ7_9,CA_SD_Jsp_PJ8_1,CA_SD_Jsp_PJ8_12,CA_SD_Jsp_PJ8_16,CA_SD_Jsp_PJ8_18,CA_SD_Jsp_PJ8_2,CA_SD_Jsp_PJ8_22,CA_SD_Jsp_PJ8_23,CA_SD_Jsp_PJ8_24,CA_SD_Jsp_PJ8_3,CA_SD_Jsp_PJ8_5,CA_SD_Jsp_PJ8_6,CA_SD_Jsp_PJ8_7
CA_SD_Jsp_PJ5_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_13,NA,NA,NA,NA,0,NA,NA,NA,NA,0.636482837906444,NA,NA,2.62087350752982,0.729400525953319,0.710590810060166,NA,NA,NA,NA,NA,0.636482837906444,1.88924580640181,0.608933796322376,NA,0.636482837906444,0.482540448021794,NA,NA,NA,0.788292043781511,NA,0.442326823465486,NA,1.13547400402543,NA,3.23384936305218,2.6020033435384,NA,NA,NA,NA,NA,0.710590810060166,NA,0.992565431104297,NA,1.79107312732207,NA,NA,NA,NA,1.06272888948327,NA,NA,NA,1.16947636858246,1.23457914640993,NA,NA,NA,1.06411585292463,1.52226121886171,NA,1.21570898241851,1.7227665977411,2.84966406215341,2.58239298696176,0.788292043781511,1.98108639455681,2.6020033435384,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_16,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_17,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_19,NA,NA,NA,NA,0.636482837906444,NA,NA,NA,NA,0,NA,NA,1.87106198431637,0.672736183299818,0.693147180559945,NA,NA,NA,NA,NA,0.776528789498996,1.6094379124341,0.712612103744054,NA,0.616186139423817,0.756117792238869,NA,NA,NA,0.692406987974728,NA,0.7339691750802,NA,0.544727175441672,NA,2.48403783983873,2.13987389277673,NA,NA,NA,NA,NA,0.693147180559945,NA,1.36668400454325,NA,1.44672671221679,NA,NA,NA,NA,1.17791480375643,NA,NA,NA,0.912141330466808,1.38555416853467,NA,NA,NA,1.36412645420986,1.242453324894,NA,1.53373808920642,2.35924943564755,1.94570185911271,2.52572864430826,0.954771252442219,3.17718502039868,2.83302107333668,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_22,NA,NA,NA,NA,2.62087350752982,NA,NA,NA,NA,1.87106198431637,NA,NA,0,1.73286795139986,1.64791843300216,NA,NA,NA,NA,NA,1.46559687620821,1.46559687620821,1.17853663913906,NA,1.64791843300216,1.85065098705625,NA,NA,NA,1.68639895357023,NA,2.34106561356211,NA,1.38555416853467,NA,3.90881272152668,1.77288930523663,NA,NA,NA,NA,NA,1.46559687620821,NA,3.27696670201291,NA,1.57221860977448,NA,NA,NA,NA,1.79175946922805,NA,NA,NA,NA,3.98898404656427,NA,NA,NA,NA,2.89037175789616,NA,2.58381952145296,2.39772995621561,3.93009252873608,2.34106561356211,2.89037175789616,1.82937117984685,2.1783544133448,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_23,NA,NA,NA,NA,0.729400525953319,NA,NA,NA,NA,0.672736183299818,NA,NA,1.73286795139986,0,1.25255467855276,NA,NA,NA,NA,NA,0.713558177820073,1.58902691517397,0.937323564516911,NA,0.756117792238869,1.47330573810952,NA,NA,NA,1.29103519912082,NA,0.524316178181544,NA,0.633515470146537,NA,3.15677402313855,2.1194628955166,NA,NA,NA,NA,NA,0.524316178181544,NA,1.96531221568935,NA,2.30178445231056,NA,NA,NA,NA,1.73286795139986,NA,NA,NA,1.68018769357095,1.29103519912082,NA,NA,NA,1.497866136777,1.44518587894808,NA,1.60863727175061,2.56198198970163,NA,3.19846482760807,1.03972077083992,2.05816173447044,2.30178445231056,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_24,NA,NA,NA,NA,0.710590810060166,NA,NA,NA,NA,0.693147180559945,NA,NA,1.64791843300216,1.25255467855276,0,NA,NA,NA,NA,NA,0.916290731874155,2.12026353620009,0.803583881949781,NA,0.967584026261706,0.847089570444596,NA,NA,NA,0.859461072637894,NA,0.967584026261706,NA,0.82098055206983,NA,3.17718502039868,1.85219182032495,NA,NA,NA,NA,NA,0.967584026261706,NA,1.44672671221679,NA,1.53373808920642,NA,NA,NA,NA,1.242453324894,NA,NA,NA,1.23059506158534,1.38555416853467,NA,NA,NA,1.11281202592896,1.31144619638095,NA,2.5453390008849,1.88924580640181,1.94570185911271,1.71479842809193,1.17791480375643,3.17718502039868,2.13987389277673,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_8,NA,NA,NA,NA,0.636482837906444,NA,NA,NA,NA,0.776528789498996,NA,NA,1.46559687620821,0.713558177820073,0.916290731874155,NA,NA,NA,NA,NA,0,1.13943428318836,0.957734561777039,NA,0.415515443961666,1.00124025027185,NA,NA,NA,0.859461072637894,NA,0.446287102628419,NA,0.693147180559945,NA,3.17718502039868,NA,NA,NA,NA,NA,NA,0.510825623765991,NA,1.98572321294947,NA,1.85219182032495,NA,NA,NA,NA,1.31144619638095,NA,NA,NA,1.70059869083108,1.242453324894,NA,NA,NA,1.70059869083108,1.17791480375643,NA,0.796139146075637,2.87007505941354,2.28217409573392,3.2188758248682,0.954771252442219,3.17718502039868,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ5_9,NA,NA,NA,NA,1.88924580640181,NA,NA,NA,NA,1.6094379124341,NA,NA,1.46559687620821,1.58902691517397,2.12026353620009,NA,NA,NA,NA,NA,1.13943428318836,0,1.54552122667916,NA,1.51412773262978,1.81217046648818,NA,NA,NA,2.0045933769409,NA,1.51412773262978,NA,1.6094379124341,NA,2.77171991229051,3.93163336200479,NA,NA,NA,NA,NA,1.83258146374831,NA,1.98572321294947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34106561356211,NA,NA,NA,2.61688942270523,1.46559687620821,NA,1.98572321294947,3.96868734808165,2.28217409573392,2.81341071676004,3.95050352599621,1.16228199985641,3.93163336200479,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_1,NA,NA,NA,NA,0.608933796322376,NA,NA,NA,NA,0.712612103744054,NA,NA,1.17853663913906,0.937323564516911,0.803583881949781,NA,NA,NA,NA,NA,0.957734561777039,1.54552122667916,0,NA,0.803583881949781,0.608819497544875,NA,NA,NA,0.942147861074827,NA,1.01489297561699,NA,1.20904899005795,NA,2.19697760276958,1.22865934663459,NA,NA,NA,NA,NA,1.07551759743342,NA,1.46982140345147,NA,1.5651315832558,NA,NA,NA,NA,1.58400174724722,NA,NA,NA,1.63668200507614,1.32163748277973,NA,NA,NA,1.63668200507614,1.32163748277973,NA,1.78827513457001,1.33982130486517,1.74825378073324,1.28315696221167,1.32163748277973,3.11326833464373,1.22865934663459,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_11,NA,NA,NA,NA,0.636482837906444,NA,NA,NA,NA,0.616186139423817,NA,NA,1.64791843300216,0.756117792238869,0.967584026261706,NA,NA,NA,NA,NA,0.415515443961666,1.51412773262978,0.803583881949781,NA,0,1.00124025027185,NA,NA,NA,0.815009310067061,NA,0.693147180559945,NA,0.82098055206983,NA,1.92442205190331,2.83302107333668,NA,NA,NA,NA,NA,0.653926467406664,NA,3.23848618144484,NA,1.85219182032495,NA,NA,NA,NA,1.87106198431637,NA,NA,NA,1.51827713403712,1.31144619638095,NA,NA,NA,1.70059869083108,1.06013176810005,NA,1.15904463976501,1.26063714697944,1.58902691517397,2.12026353620009,0.905981088272787,2.77171991229051,2.13987389277673,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_13,NA,NA,NA,NA,0.482540448021794,NA,NA,NA,NA,0.756117792238869,NA,NA,1.85065098705625,1.47330573810952,0.847089570444596,NA,NA,NA,NA,NA,1.00124025027185,1.81217046648818,0.608819497544875,NA,1.00124025027185,0,NA,NA,NA,0.403732004119921,NA,1.25255467855276,NA,1.32666265070648,NA,2.4636268425786,3.91122236474466,NA,NA,NA,NA,NA,1.11902328592824,NA,1.2721650351294,NA,2.52492800362477,NA,NA,NA,NA,1.36514317127455,NA,NA,NA,1.68018769357095,1.62750743574204,NA,NA,NA,1.90333124488516,1.62750743574204,NA,1.96531221568935,2.15651688159347,2.77258872223978,2.79299971949991,1.98418237968077,2.24048329126439,2.30178445231056,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_17,NA,NA,NA,NA,0.788292043781511,NA,NA,NA,NA,0.692406987974728,NA,NA,1.68639895357023,1.29103519912082,0.859461072637894,NA,NA,NA,NA,NA,0.859461072637894,2.0045933769409,0.942147861074827,NA,0.815009310067061,0.403732004119921,NA,NA,NA,0,NA,1.55260825319784,NA,1.38555416853467,NA,1.51091744872831,2.58381952145296,NA,NA,NA,NA,NA,1.00606454682977,NA,1.77288930523663,NA,1.48520723278485,NA,NA,NA,NA,1.28093384546206,NA,NA,NA,1.40260697477793,1.42403468910274,NA,NA,NA,1.96222276271335,1.79175946922805,NA,1.40516452511131,2.21540839942166,NA,2.34106561356211,1.68639895357023,3.21566554096674,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_19,NA,NA,NA,NA,0.442326823465486,NA,NA,NA,NA,0.7339691750802,NA,NA,2.34106561356211,0.524316178181544,0.967584026261706,NA,NA,NA,NA,NA,0.446287102628419,1.51412773262978,1.01489297561699,NA,0.693147180559945,1.25255467855276,NA,NA,NA,1.55260825319784,NA,0,NA,0.7339691750802,NA,NA,2.5453390008849,NA,NA,NA,NA,NA,0.616186139423817,NA,1.62904826901074,NA,1.73440878466857,NA,NA,NA,NA,1.38555416853467,NA,NA,NA,1.23059506158534,1.31144619638095,NA,NA,NA,1.36412645420986,1.46559687620821,NA,1.29257603238953,3.2755401675217,1.6943874308318,2.30258509299405,0.772449695648265,1.79089065927878,2.83302107333668,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_20,NA,NA,NA,NA,1.13547400402543,NA,NA,NA,NA,0.544727175441672,NA,NA,1.38555416853467,0.633515470146537,0.82098055206983,NA,NA,NA,NA,NA,0.693147180559945,1.6094379124341,1.20904899005795,NA,0.82098055206983,1.32666265070648,NA,NA,NA,1.38555416853467,NA,0.7339691750802,NA,0,NA,3.87033220095862,1.73440878466857,NA,NA,NA,NA,NA,0.579818495252942,NA,1.98572321294947,NA,2.32219544957069,NA,NA,NA,NA,1.46559687620821,NA,NA,NA,1.36412645420986,1.64791843300216,NA,NA,NA,1.23059506158534,1.31144619638095,NA,1.73440878466857,2.58239298696176,2.28217409573392,3.91202300542815,0.859461072637894,3.17718502039868,2.32219544957069,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_22,NA,NA,NA,NA,3.23384936305218,NA,NA,NA,NA,2.48403783983873,NA,NA,3.90881272152668,3.15677402313855,3.17718502039868,NA,NA,NA,NA,NA,3.17718502039868,2.77171991229051,2.19697760276958,NA,1.92442205190331,2.4636268425786,NA,NA,NA,1.51091744872831,NA,NA,NA,3.87033220095862,NA,0,0.711888727187316,NA,NA,NA,NA,NA,3.17718502039868,NA,1.18189235643305,NA,1.25088522792,NA,NA,NA,NA,2.11705325229863,NA,NA,NA,1.07112122145943,2.11705325229863,NA,NA,NA,1.32243564974034,1.71158814419047,NA,2.50364819641537,0.982557564445682,1.14187100259628,0.612235662937138,2.29937480909258,3.13549421592915,1.25088522792,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_23,NA,NA,NA,NA,2.6020033435384,NA,NA,NA,NA,2.13987389277673,NA,NA,1.77288930523663,2.1194628955166,1.85219182032495,NA,NA,NA,NA,NA,NA,3.93163336200479,1.22865934663459,NA,2.83302107333668,3.91122236474466,NA,NA,NA,2.58381952145296,NA,2.5453390008849,NA,1.73440878466857,NA,0.711888727187316,0,NA,NA,NA,NA,NA,1.85219182032495,NA,1.06087196068526,NA,0.619039208406223,NA,NA,NA,NA,1.89067234089301,NA,NA,NA,0.844740310053818,1.40516452511131,NA,NA,NA,1.25020541816198,1.66752878957881,NA,2.15948424935337,0.621001874671814,1.13863364250488,0.46589745920506,1.33105655295759,3.88994255753526,0.655406852577098,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA_SD_Jsp_PJ6_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
