,CA_GM12_1,CA_GM12_11,CA_GM12_15b,CA_GM12_3,CA_GM12_4,CA_GM12_6,CA_GM12_7,CA_GM12_8,CA_GM12_9
CA_GM12_1,0,NA,NA,NA,NA,NA,NA,NA,NA
CA_GM12_11,NA,0,0.826678573184468,2.77258872223978,1.67397643357167,1.67397643357167,2.07944154167984,1.67397643357167,1.67397643357167
CA_GM12_15b,NA,0.826678573184468,0,1.38629436111989,2.07944154167984,1.67397643357167,1.38629436111989,1.38629436111989,0.980829253011726
CA_GM12_3,NA,2.77258872223978,1.38629436111989,0,1.67397643357167,1.67397643357167,0.826678573184468,1.67397643357167,1.38629436111989
CA_GM12_4,NA,1.67397643357167,2.07944154167984,1.67397643357167,0,0.826678573184468,0.980829253011726,1.16315080980568,1.16315080980568
CA_GM12_6,NA,1.67397643357167,1.67397643357167,1.67397643357167,0.826678573184468,0,0.470003629245736,1.16315080980568,1.16315080980568
CA_GM12_7,NA,2.07944154167984,1.38629436111989,0.826678573184468,0.980829253011726,0.470003629245736,0,0.693147180559945,1.67397643357167
CA_GM12_8,NA,1.67397643357167,1.38629436111989,1.67397643357167,1.16315080980568,1.16315080980568,0.693147180559945,0,2.07944154167984
CA_GM12_9,NA,1.67397643357167,0.980829253011726,1.38629436111989,1.16315080980568,1.16315080980568,1.67397643357167,2.07944154167984,0
