,CA_GM9_1,CA_GM9_10,CA_GM9_2,CA_GM9_3,CA_GM9_4,CA_GM9_6,CA_GM9_8,CA_GM9_9
CA_GM9_1,0,1.16315080980568,NA,0.287682072451781,0.287682072451781,0.693147180559945,2.77258872223978,2.07944154167984
CA_GM9_10,1.16315080980568,0,NA,0.980829253011726,1.16315080980568,1.67397643357167,2.07944154167984,2.77258872223978
CA_GM9_2,NA,NA,0,NA,NA,NA,NA,NA
CA_GM9_3,0.287682072451781,0.980829253011726,NA,0,0.470003629245736,0.693147180559945,2.77258872223978,2.07944154167984
CA_GM9_4,0.287682072451781,1.16315080980568,NA,0.470003629245736,0,0.693147180559945,2.77258872223978,2.77258872223978
CA_GM9_6,0.693147180559945,1.67397643357167,NA,0.693147180559945,0.693147180559945,0,2.77258872223978,1.67397643357167
CA_GM9_8,2.77258872223978,2.07944154167984,NA,2.77258872223978,2.77258872223978,2.77258872223978,0,0.826678573184468
CA_GM9_9,2.07944154167984,2.77258872223978,NA,2.07944154167984,2.77258872223978,1.67397643357167,0.826678573184468,0
