,NM_GM43_11,NM_GM43_13,NM_GM43_14,NM_GM43_15,NM_GM43_16,NM_GM43_17,NM_GM43_19,NM_GM43_2,NM_GM43_20,NM_GM43_22,NM_GM43_23,NM_GM43_24,NM_GM43_25,NM_GM43_27,NM_GM43_28,NM_GM43_29,NM_GM43_5,NM_GM43_6,NM_GM43_7,NM_GM43_8
NM_GM43_11,0,0.693147180559945,0.980829253011726,NA,NA,0.826678573184468,2.07944154167984,1.67397643357167,0.470003629245736,2.07944154167984,0.470003629245736,0.470003629245736,NA,1.67397643357167,2.77258872223978,0.826678573184468,0.207639364778244,0.575364144903562,0.575364144903562,0.575364144903562
NM_GM43_13,0.693147180559945,0,0.470003629245736,1.67397643357167,1.67397643357167,0.287682072451781,1.16315080980568,1.16315080980568,0.287682072451781,1.16315080980568,0.575364144903562,0.287682072451781,NA,1.16315080980568,1.67397643357167,0.374693449441411,0.470003629245736,0.374693449441411,0.374693449441411,0.374693449441411
NM_GM43_14,0.980829253011726,0.470003629245736,0,2.07944154167984,1.67397643357167,0.133531392624523,1.38629436111989,0.826678573184468,0.693147180559945,1.38629436111989,0.980829253011726,0.287682072451781,NA,0.980829253011726,1.16315080980568,0.207639364778244,0.980829253011726,0.826678573184468,0.826678573184468,0.826678573184468
NM_GM43_15,NA,1.67397643357167,2.07944154167984,0,0.826678573184468,1.67397643357167,1.67397643357167,1.38629436111989,1.67397643357167,2.07944154167984,1.67397643357167,2.07944154167984,NA,0.470003629245736,0.980829253011726,1.67397643357167,NA,2.77258872223978,1.67397643357167,1.67397643357167
NM_GM43_16,NA,1.67397643357167,1.67397643357167,0.826678573184468,0,1.38629436111989,1.67397643357167,1.38629436111989,1.67397643357167,2.07944154167984,2.07944154167984,2.07944154167984,NA,1.16315080980568,0.826678573184468,1.16315080980568,NA,2.77258872223978,1.67397643357167,1.67397643357167
NM_GM43_17,0.826678573184468,0.287682072451781,0.133531392624523,1.67397643357167,1.38629436111989,0,1.16315080980568,0.693147180559945,0.470003629245736,1.38629436111989,0.826678573184468,0.287682072451781,NA,0.826678573184468,1.38629436111989,0.0645385211375712,0.826678573184468,0.826678573184468,0.575364144903562,0.575364144903562
NM_GM43_19,2.07944154167984,1.16315080980568,1.38629436111989,1.67397643357167,1.67397643357167,1.16315080980568,0,1.67397643357167,0.826678573184468,0.207639364778244,1.16315080980568,1.16315080980568,NA,1.38629436111989,2.07944154167984,1.16315080980568,1.67397643357167,1.16315080980568,0.693147180559945,0.826678573184468
NM_GM43_2,1.67397643357167,1.16315080980568,0.826678573184468,1.38629436111989,1.38629436111989,0.693147180559945,1.67397643357167,0,1.16315080980568,2.77258872223978,2.07944154167984,0.980829253011726,NA,0.470003629245736,0.826678573184468,0.693147180559945,2.07944154167984,1.38629436111989,1.38629436111989,1.38629436111989
NM_GM43_20,0.470003629245736,0.287682072451781,0.693147180559945,1.67397643357167,1.67397643357167,0.470003629245736,0.826678573184468,1.16315080980568,0,1.16315080980568,0.470003629245736,0.287682072451781,NA,0.980829253011726,1.67397643357167,0.470003629245736,0.575364144903562,0.207639364778244,0.0645385211375712,0.0645385211375712
NM_GM43_22,2.07944154167984,1.16315080980568,1.38629436111989,2.07944154167984,2.07944154167984,1.38629436111989,0.207639364778244,2.77258872223978,1.16315080980568,0,0.980829253011726,1.16315080980568,NA,2.07944154167984,1.67397643357167,1.67397643357167,2.07944154167984,1.38629436111989,0.980829253011726,1.16315080980568
NM_GM43_23,0.470003629245736,0.575364144903562,0.980829253011726,1.67397643357167,2.07944154167984,0.826678573184468,1.16315080980568,2.07944154167984,0.470003629245736,0.980829253011726,0,0.470003629245736,NA,1.67397643357167,1.16315080980568,0.826678573184468,0.693147180559945,0.575364144903562,0.575364144903562,0.575364144903562
NM_GM43_24,0.470003629245736,0.287682072451781,0.287682072451781,2.07944154167984,2.07944154167984,0.287682072451781,1.16315080980568,0.980829253011726,0.287682072451781,1.16315080980568,0.470003629245736,0,NA,0.980829253011726,1.67397643357167,0.374693449441411,0.693147180559945,0.374693449441411,0.374693449441411,0.374693449441411
NM_GM43_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
NM_GM43_27,1.67397643357167,1.16315080980568,0.980829253011726,0.470003629245736,1.16315080980568,0.826678573184468,1.38629436111989,0.470003629245736,0.980829253011726,2.07944154167984,1.67397643357167,0.980829253011726,NA,0,0.980829253011726,0.826678573184468,2.07944154167984,1.67397643357167,1.16315080980568,1.16315080980568
