,CA_GM16_10,CA_GM16_11,CA_GM16_2,CA_GM16_3,CA_GM16_4,CA_GM16_5,CA_GM16_6,CA_GM16_7,CA_GM16_8
CA_GM16_10,0,0.133531393,0.693147181,0.133531393,1.673976434,0.133531393,1.386294361,2.079441542,1.16315081
CA_GM16_11,0.133531393,0,0.693147181,0.287682072,1.673976434,0.287682072,1.386294361,2.079441542,1.16315081
CA_GM16_2,0.693147181,0.693147181,0,0.826678573,1.386294361,0.826678573,1.16315081,1.386294361,1.16315081
CA_GM16_3,0.133531393,0.287682072,0.826678573,0,2.079441542,0.133531393,1.16315081,2.079441542,1.16315081
CA_GM16_4,1.673976434,1.673976434,1.386294361,2.079441542,0,2.079441542,2.772588722,NA,2.772588722
CA_GM16_5,0.133531393,0.287682072,0.826678573,0.133531393,2.079441542,0,1.386294361,2.079441542,0.980829253
CA_GM16_6,1.386294361,1.386294361,1.16315081,1.16315081,2.772588722,1.386294361,0,1.673976434,2.079441542
CA_GM16_7,2.079441542,2.079441542,1.386294361,2.079441542,NA,2.079441542,1.673976434,0,1.16315081
CA_GM16_8,1.16315081,1.16315081,1.16315081,1.16315081,2.772588722,0.980829253,2.079441542,1.16315081,0
