,AZ_GM40_1,AZ_GM40_10,AZ_GM40_11,AZ_GM40_12,AZ_GM40_13,AZ_GM40_14,AZ_GM40_15,AZ_GM40_16,AZ_GM40_2,AZ_GM40_3,AZ_GM40_4,AZ_GM40_5,AZ_GM40_6,AZ_GM40_7,AZ_GM40_8,AZ_GM40_9,AZ_GM49_1,AZ_GM49_10,AZ_GM49_12,AZ_GM49_13,AZ_GM49_14,AZ_GM49_15,AZ_GM49_2,AZ_GM49_4,AZ_GM49_5,AZ_GM49_6,AZ_GM49_7,AZ_GM49_8,AZ_GM49_9,AZ_GM50_1,AZ_GM50_11,AZ_GM50_3,AZ_GM50_4,AZ_GM50_5,AZ_GM50_6,CA_GM10_1,CA_GM10_10,CA_GM10_11,CA_GM10_12,CA_GM10_13,CA_GM10_14,CA_GM10_15,CA_GM10_16,CA_GM10_17,CA_GM10_19,CA_GM10_2,CA_GM10_20,CA_GM10_21,CA_GM10_22,CA_GM10_3,CA_GM10_4,CA_GM10_7,CA_GM10_8,CA_GM10_9,CA_GM11_1,CA_GM11_10,CA_GM11_11,CA_GM11_12,CA_GM11_13,CA_GM11_14,CA_GM11_15,CA_GM11_16,CA_GM11_2,CA_GM11_3,CA_GM11_4,CA_GM11_5,CA_GM11_6,CA_GM11_7,CA_GM11_8,CA_GM11_9,CA_GM12_1,CA_GM12_11,CA_GM12_15b,CA_GM12_3,CA_GM12_4,CA_GM12_6,CA_GM12_7,CA_GM12_8,CA_GM12_9,CA_GM13_1,CA_GM13_10,CA_GM13_11,CA_GM13_12,CA_GM13_13,CA_GM13_14,CA_GM13_2,CA_GM13_4,CA_GM13_5,CA_GM13_6,CA_GM13_7,CA_GM13_8,CA_GM13_9,CA_GM14_1,CA_GM14_2,CA_GM14_3,CA_GM14_4,CA_GM14_5,CA_GM14_6,CA_GM14_7,CA_GM14_8,CA_GM14_9,CA_GM15_1,CA_GM15_2,CA_GM15_3,CA_GM15_4,CA_GM15_6,CA_GM15_7,CA_GM15_8,CA_GM16_1,CA_GM16_10,CA_GM16_11,CA_GM16_12,CA_GM16_2,CA_GM16_3,CA_GM16_4,CA_GM16_5,CA_GM16_6,CA_GM16_7,CA_GM16_8,CA_GM16_9,CA_GM17_1,CA_GM17_2,CA_GM17_3,CA_GM17_4,CA_GM17_5,CA_GM17_7,CA_GM20_1,CA_GM20_10,CA_GM20_11,CA_GM20_12a,CA_GM20_12b,CA_GM20_13,CA_GM20_14,CA_GM20_15,CA_GM20_2,CA_GM20_3,CA_GM20_4,CA_GM20_5,CA_GM20_6,CA_GM20_7,CA_GM20_8,CA_GM20_9,CA_GM21_1,CA_GM21_10,CA_GM21_11,CA_GM21_12,CA_GM21_13,CA_GM21_14,CA_GM21_15,CA_GM21_16,CA_GM21_17a,CA_GM21_17b,CA_GM21_17c,CA_GM21_2,CA_GM21_3,CA_GM21_4,CA_GM21_5a,CA_GM21_5b,CA_GM21_6,CA_GM21_7a,CA_GM21_7b,CA_GM21_8,CA_GM21_9,CA_GM22_10a,CA_GM22_10b,CA_GM22_10c,CA_GM22_11,CA_GM22_12,CA_GM22_13,CA_GM22_14,CA_GM22_1a,CA_GM22_1b,CA_GM22_1c,CA_GM22_1d,CA_GM22_2,CA_GM22_3,CA_GM22_4,CA_GM22_5,CA_GM22_6,CA_GM22_7,CA_GM22_8a,CA_GM22_8b,CA_GM22_8c,CA_GM22_8d,CA_GM22_8e,CA_GM22_9,CA_GM26_1,CA_GM26_10,CA_GM26_11,CA_GM26_12,CA_GM26_2,CA_GM26_3,CA_GM26_4,CA_GM26_5,CA_GM26_6,CA_GM26_7,CA_GM26_8,CA_GM26_9,CA_GM27_1,CA_GM27_10,CA_GM27_11,CA_GM27_12a,CA_GM27_12b,CA_GM27_12c,CA_GM27_2,CA_GM27_3,CA_GM27_4,CA_GM27_5a,CA_GM27_5b,CA_GM27_5c,CA_GM27_6,CA_GM27_7,CA_GM27_8,CA_GM27_9,CA_GM28_1a,CA_GM28_1b,CA_GM28_1c,CA_GM28_2,CA_GM28_3a,CA_GM28_3b,CA_GM28_3c,CA_GM28_4,CA_GM29_10a,CA_GM29_10b,CA_GM29_11,CA_GM29_12,CA_GM29_13,CA_GM29_14,CA_GM29_15,CA_GM29_16b,CA_GM29_16c,CA_GM29_17a,CA_GM29_17b,CA_GM29_18a,CA_GM29_18b,CA_GM29_18c,CA_GM29_18d,CA_GM29_1a,CA_GM29_1b,CA_GM29_2a,CA_GM29_3,CA_GM29_4,CA_GM29_5,CA_GM29_6,CA_GM29_7,CA_GM29_8,CA_GM29_9,CA_GM30_1,CA_GM30_10,CA_GM30_11,CA_GM30_12,CA_GM30_13a,CA_GM30_13b,CA_GM30_13c,CA_GM30_13d,CA_GM30_14a,CA_GM30_14b,CA_GM30_14c,CA_GM30_2,CA_GM30_3,CA_GM30_4,CA_GM30_5a,CA_GM30_5b,CA_GM30_6,CA_GM30_7a,CA_GM30_7b,CA_GM30_8,CA_GM30_9,CA_GM32_1,CA_GM32_10,CA_GM32_11,CA_GM32_12,CA_GM32_13,CA_GM32_14,CA_GM32_15,CA_GM32_16,CA_GM32_17,CA_GM32_18,CA_GM32_19,CA_GM32_2,CA_GM32_20,CA_GM32_21,CA_GM32_22,CA_GM32_25,CA_GM32_3,CA_GM32_4,CA_GM32_5,CA_GM32_6,CA_GM32_7,CA_GM32_8,CA_GM32_9,CA_GM33_1,CA_GM33_10,CA_GM33_11a,CA_GM33_11b,CA_GM33_12a,CA_GM33_12b,CA_GM33_13a,CA_GM33_13b,CA_GM33_14,CA_GM33_15,CA_GM33_16,CA_GM33_17a,CA_GM33_17b,CA_GM33_18,CA_GM33_19,CA_GM33_2,CA_GM33_20,CA_GM33_21a,CA_GM33_21b,CA_GM33_22a,CA_GM33_22b,CA_GM33_23,CA_GM33_24,CA_GM33_25,CA_GM33_26,CA_GM33_27,CA_GM33_28,CA_GM33_29,CA_GM33_30,CA_GM33_31,CA_GM33_32,CA_GM33_33,CA_GM33_34,CA_GM33_35,CA_GM33_36,CA_GM33_37,CA_GM33_3a,CA_GM33_3b,CA_GM33_4,CA_GM33_5,CA_GM33_6,CA_GM33_7,CA_GM33_8,CA_GM33_9a,CA_GM33_9b,CA_GM34_1,CA_GM34_10,CA_GM34_11,CA_GM34_12,CA_GM34_13,CA_GM34_14,CA_GM34_15,CA_GM34_16,CA_GM34_17,CA_GM34_18,CA_GM34_19a,CA_GM34_19b,CA_GM34_20,CA_GM34_21,CA_GM34_22,CA_GM34_23,CA_GM34_24,CA_GM34_25,CA_GM34_26,CA_GM34_27,CA_GM34_29,CA_GM34_2a,CA_GM34_2b,CA_GM34_3,CA_GM34_30,CA_GM34_31,CA_GM34_32,CA_GM34_4a,CA_GM34_4b,CA_GM34_7,CA_GM34_8a,CA_GM34_8b,CA_GM35_1,CA_GM35_2,CA_GM35_3,CA_GM35_4,CA_GM35_5,CA_GM35_6,CA_GM37_1,CA_GM37_10,CA_GM37_11,CA_GM37_12,CA_GM37_13,CA_GM37_14,CA_GM37_2,CA_GM37_3,CA_GM37_4,CA_GM37_5,CA_GM37_6,CA_GM37_7,CA_GM37_8,CA_GM37_9,CA_GM38_1,CA_GM38_10,CA_GM38_11,CA_GM38_12,CA_GM38_13,CA_GM38_14,CA_GM38_15,CA_GM38_16,CA_GM38_17,CA_GM38_18,CA_GM38_19,CA_GM38_2,CA_GM38_20,CA_GM38_3,CA_GM38_4,CA_GM38_5,CA_GM38_6,CA_GM38_7,CA_GM38_8,CA_GM38_9,CA_GM39_1,CA_GM39_2,CA_GM39_3,CA_GM39_4,CA_GM39_5,CA_GM39_6,CA_GM39_7,CA_GM39_8,CA_GM39_9,CA_GM53_1,CA_GM53_10,CA_GM53_11,CA_GM53_12,CA_GM53_2,CA_GM53_3,CA_GM53_4,CA_GM53_5,CA_GM53_6,CA_GM53_7,CA_GM53_8,CA_GM53_9,CA_GM54_1,CA_GM54_10,CA_GM54_2,CA_GM54_3,CA_GM54_4,CA_GM54_5,CA_GM54_6,CA_GM54_7,CA_GM54_8,CA_GM54_9,CA_GM6_1,CA_GM6_2,CA_GM6_3,CA_GM6_4,CA_GM6_5,CA_GM6_6,CA_GM7_1,CA_GM7_10,CA_GM7_11,CA_GM7_15,CA_GM7_17,CA_GM7_19,CA_GM7_20,CA_GM7_22,CA_GM7_3,CA_GM7_4,CA_GM7_5,CA_GM7_6,CA_GM7_7,CA_GM7_8,CA_GM7_9,CA_GM9_1,CA_GM9_10,CA_GM9_2,CA_GM9_3,CA_GM9_4,CA_GM9_6,CA_GM9_8,CA_GM9_9,NM_GM42_1,NM_GM42_10,NM_GM42_12,NM_GM42_13,NM_GM42_14,NM_GM42_15,NM_GM42_16,NM_GM42_17,NM_GM42_19,NM_GM42_2,NM_GM42_20,NM_GM42_21,NM_GM42_22,NM_GM42_23,NM_GM42_24,NM_GM42_25,NM_GM42_26,NM_GM42_27,NM_GM42_28,NM_GM42_29,NM_GM42_3,NM_GM42_30,NM_GM42_4,NM_GM42_5,NM_GM42_6,NM_GM42_7,NM_GM42_8,NM_GM42_9,NM_GM43_10,NM_GM43_11,NM_GM43_12,NM_GM43_13,NM_GM43_14,NM_GM43_15,NM_GM43_16,NM_GM43_17,NM_GM43_18,NM_GM43_19,NM_GM43_2,NM_GM43_20,NM_GM43_21,NM_GM43_22,NM_GM43_23,NM_GM43_24,NM_GM43_25,NM_GM43_26,NM_GM43_27,NM_GM43_28,NM_GM43_29,NM_GM43_3,NM_GM43_5,NM_GM43_6,NM_GM43_7,NM_GM43_8,NM_GM48_1,NM_GM48_10,NM_GM48_11,NM_GM48_12,NM_GM48_13,NM_GM48_14,NM_GM48_15,NM_GM48_16,NM_GM48_17,NM_GM48_18,NM_GM48_19,NM_GM48_2,NM_GM48_20,NM_GM48_21,NM_GM48_3,NM_GM48_4,NM_GM48_5,NM_GM48_6,NM_GM48_7,NM_GM48_8,NM_GM48_9,NM_GM55_1,NM_GM55_11,NM_GM55_2,NM_GM55_3,NM_GM55_4,NM_GM55_7,NM_GM55a,NM_GM55b,UT_GM1_1,UT_GM1_13,UT_GM1_3b,UT_GM1_4,UT_GM1_6,UT_GM1_7,UT_GM1_8,UT_GM1_9,UT_GM2_1,UT_GM2_11,UT_GM2_15a,UT_GM2_15b,UT_GM2_16,UT_GM2_18a,UT_GM2_18b,UT_GM2_2,UT_GM2_20,UT_GM2_6,UT_GM2_7,UT_GM2_8,UT_GM2_9a,UT_GM2_9b,UT_GM3_1,UT_GM3_14,UT_GM3_3,UT_GM3_4,UT_GM3_5,UT_GM3_6,UT_GM3_7,UT_GM3_8,UT_GM4_11,UT_GM4_12,UT_GM4_2,UT_GM4_5,UT_GM4_6
AZ_GM40_1,0,1.16315081,2.772588722,0.575364145,0.287682072,2.772588722,NA,0.980829253,1.673976434,2.079441542,0.470003629,0.693147181,0.693147181,1.673976434,NA,1.673976434,2.772588722,2.772588722,2.772588722,2.079441542,2.772588722,2.772588722,NA,1.386294361,1.16315081,1.16315081,1.386294361,2.772588722,2.079441542,1.386294361,2.772588722,1.16315081,1.386294361,1.386294361,2.772588722,2.772588722,2.772588722,1.673976434,2.079441542,1.673976434,2.079441542,2.079441542,2.772588722,2.079441542,2.079441542,NA,1.673976434,2.772588722,NA,NA,NA,2.079441542,NA,2.772588722,NA,2.079441542,1.673976434,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,1.673976434,2.079441542,1.673976434,2.079441542,NA,1.673976434,1.386294361,2.772588722,2.079441542,2.079441542,2.772588722,1.673976434,2.079441542,2.079441542,2.079441542,2.079441542,2.772588722,1.673976434,2.079441542,2.772588722,2.079441542,2.772588722,2.772588722,2.772588722,1.673976434,2.079441542,2.079441542,2.079441542,1.673976434,1.386294361,2.772588722,2.772588722,2.079441542,1.673976434,2.772588722,2.772588722,1.673976434,1.16315081,NA,1.673976434,2.079441542,1.673976434,NA,2.079441542,2.079441542,NA,2.772588722,2.079441542,2.079441542,1.673976434,2.772588722,2.772588722,1.673976434,1.673976434,2.079441542,1.386294361,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,1.673976434,2.079441542,2.772588722,1.673976434,2.772588722,NA,2.772588722,2.079441542,1.673976434,1.16315081,2.079441542,2.079441542,1.673976434,NA,1.386294361,1.673976434,2.772588722,NA,2.079441542,2.079441542,2.079441542,1.673976434,1.673976434,1.673976434,NA,NA,2.772588722,1.16315081,1.16315081,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,NA,NA,2.079441542,1.673976434,2.079441542,1.673976434,NA,1.673976434,1.673976434,2.079441542,NA,NA,2.772588722,1.673976434,1.673976434,1.673976434,1.673976434,1.673976434,1.673976434,1.673976434,2.079441542,1.673976434,1.673976434,NA,2.772588722,2.079441542,2.079441542,NA,NA,2.772588722,2.079441542,2.772588722,2.079441542,2.772588722,NA,2.079441542,2.079441542,2.772588722,1.673976434,2.079441542,2.079441542,1.673976434,1.673976434,2.079441542,2.079441542,NA,2.772588722,1.673976434,2.772588722,1.673976434,1.386294361,2.079441542,1.673976434,2.079441542,1.673976434,NA,NA,1.673976434,2.079441542,1.673976434,2.079441542,NA,2.772588722,2.079441542,2.772588722,2.079441542,2.772588722,2.079441542,NA,1.673976434,1.673976434,2.772588722,2.772588722,2.079441542,2.772588722,2.772588722,2.772588722,2.772588722,1.673976434,2.079441542,2.772588722,2.079441542,2.772588722,2.079441542,1.673976434,1.673976434,1.673976434,2.079441542,2.079441542,NA,2.772588722,2.079441542,NA,1.673976434,1.673976434,2.079441542,2.772588722,1.673976434,2.772588722,2.772588722,1.673976434,2.079441542,1.673976434,2.079441542,NA,2.772588722,2.079441542,1.673976434,2.772588722,2.772588722,NA,1.673976434,NA,2.772588722,2.772588722,NA,2.772588722,NA,2.079441542,2.772588722,2.772588722,2.772588722,2.079441542,2.772588722,2.079441542,NA,2.772588722,NA,2.772588722,2.772588722,NA,2.772588722,NA,2.772588722,NA,NA,2.772588722,2.772588722,NA,1.386294361,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.079441542,NA,2.772588722,NA,NA,2.079441542,NA,2.079441542,NA,NA,NA,2.772588722,NA,NA,2.772588722,NA,NA,2.772588722,NA,NA,2.772588722,NA,NA,2.772588722,2.772588722,NA,1.673976434,2.772588722,2.079441542,NA,2.772588722,NA,2.772588722,2.772588722,2.772588722,2.772588722,2.079441542,NA,2.772588722,NA,2.772588722,NA,2.772588722,NA,2.772588722,2.772588722,2.772588722,2.772588722,NA,2.079441542,2.772588722,2.079441542,NA,NA,NA,2.079441542,2.772588722,2.772588722,2.772588722,2.079441542,2.079441542,2.772588722,2.079441542,2.079441542,NA,2.772588722,2.079441542,NA,1.16315081,1.673976434,2.772588722,2.079441542,1.673976434,2.772588722,NA,1.673976434,NA,2.772588722,NA,2.772588722,2.772588722,2.079441542,2.079441542,2.772588722,1.673976434,2.079441542,2.079441542,1.16315081,2.079441542,1.386294361,2.079441542,1.673976434,NA,NA,NA,2.772588722,1.16315081,NA,1.673976434,0.980829253,0.980829253,2.079441542,2.772588722,2.772588722,1.386294361,1.386294361,2.079441542,1.386294361,2.079441542,2.772588722,2.772588722,2.772588722,2.772588722,NA,2.772588722,NA,NA,NA,NA,2.079441542,NA,NA,2.772588722,2.079441542,2.772588722,2.772588722,2.079441542,2.079441542,2.772588722,2.772588722,2.772588722,2.772588722,NA,NA,1.386294361,2.079441542,2.772588722,1.673976434,NA,NA,2.772588722,2.079441542,2.079441542,NA,1.673976434,2.079441542,2.772588722,2.772588722,1.673976434,NA,2.772588722,2.772588722,2.772588722,2.079441542,NA,2.772588722,NA,1.386294361,2.772588722,2.079441542,2.079441542,NA,2.772588722,2.079441542,2.079441542,NA,NA,2.079441542,2.079441542,2.079441542,NA,NA,2.079441542,2.772588722,2.772588722,NA,NA,2.772588722,2.772588722,2.079441542,2.772588722,NA,NA,NA,2.079441542,2.772588722,1.673976434,NA,1.673976434,2.772588722,1.673976434,1.673976434,1.386294361,2.772588722,2.079441542,1.386294361,NA,2.772588722,1.16315081,2.079441542,2.772588722,1.673976434,1.673976434,1.673976434,NA,2.079441542,2.079441542,1.386294361,1.673976434,2.772588722,2.772588722,1.673976434,2.772588722,2.772588722,NA,2.772588722,2.079441542,0.980829253,NA,2.772588722,2.079441542,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,NA,2.079441542,NA,NA,2.079441542,2.772588722,NA,NA,NA,1.673976434,2.772588722,2.772588722,NA,NA,NA,NA,2.772588722,1.673976434,2.772588722,NA,NA,1.673976434,2.079441542,2.772588722,2.772588722,2.772588722,2.772588722,NA,1.673976434,2.079441542,1.673976434,NA,2.079441542,2.079441542,2.772588722,NA,2.772588722,2.772588722,1.16315081,1.673976434,2.772588722,1.673976434,2.079441542
AZ_GM40_10,1.16315081,0,1.673976434,0.287682072,0.826678573,1.673976434,2.772588722,1.673976434,2.772588722,NA,0.575364145,0.207639365,0.207639365,1.16315081,NA,1.673976434,2.772588722,2.079441542,NA,2.772588722,2.772588722,1.386294361,NA,2.079441542,2.079441542,1.386294361,1.673976434,2.079441542,1.386294361,1.673976434,2.079441542,2.079441542,2.079441542,1.386294361,1.673976434,2.079441542,1.673976434,2.079441542,NA,2.772588722,2.772588722,2.079441542,2.772588722,2.079441542,NA,2.079441542,2.772588722,2.772588722,1.673976434,NA,1.386294361,2.772588722,NA,2.079441542,NA,1.673976434,1.673976434,NA,2.772588722,1.386294361,1.16315081,1.673976434,1.386294361,1.386294361,1.673976434,1.673976434,2.079441542,1.386294361,NA,2.079441542,NA,2.772588722,2.772588722,2.772588722,1.673976434,NA,NA,2.079441542,2.772588722,2.772588722,2.772588722,2.079441542,NA,2.772588722,2.079441542,2.079441542,2.772588722,2.772588722,2.772588722,2.079441542,NA,2.772588722,2.772588722,1.673976434,2.079441542,1.673976434,2.772588722,NA,2.772588722,NA,2.079441542,2.079441542,2.772588722,2.079441542,NA,2.079441542,NA,2.079441542,NA,1.673976434,1.673976434,NA,2.772588722,1.673976434,2.079441542,1.673976434,2.079441542,NA,2.772588722,1.673976434,2.079441542,1.386294361,2.079441542,2.772588722,2.772588722,1.673976434,2.772588722,2.772588722,1.673976434,2.772588722,2.772588722,1.673976434,2.079441542,1.673976434,NA,1.386294361,NA,1.673976434,1.673976434,2.079441542,2.079441542,2.772588722,NA,2.079441542,1.673976434,NA,NA,2.079441542,2.079441542,2.079441542,1.673976434,1.673976434,1.673976434,NA,NA,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,1.673976434,NA,NA,2.772588722,2.772588722,2.079441542,2.772588722,2.079441542,2.772588722,2.772588722,2.772588722,NA,NA,2.079441542,2.772588722,2.079441542,2.079441542,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,NA,2.772588722,NA,2.079441542,NA,2.079441542,2.079441542,1.386294361,1.673976434,1.386294361,1.673976434,1.386294361,1.673976434,NA,1.673976434,1.386294361,2.772588722,1.673976434,1.386294361,1.16315081,2.079441542,1.386294361,1.386294361,1.673976434,NA,1.386294361,1.673976434,1.16315081,NA,NA,1.673976434,1.673976434,1.673976434,1.386294361,1.673976434,NA,2.772588722,1.673976434,2.772588722,2.079441542,1.673976434,1.673976434,1.673976434,2.079441542,1.386294361,1.386294361,2.079441542,1.16315081,NA,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,1.673976434,1.673976434,1.673976434,1.673976434,1.673976434,1.386294361,1.673976434,2.079441542,2.079441542,1.673976434,1.386294361,1.386294361,1.673976434,2.079441542,2.079441542,1.673976434,2.079441542,1.16315081,NA,NA,1.673976434,1.386294361,1.386294361,1.673976434,1.673976434,1.16315081,NA,NA,2.079441542,1.673976434,2.079441542,1.386294361,2.772588722,NA,NA,NA,NA,NA,2.772588722,NA,NA,2.079441542,2.772588722,2.772588722,2.079441542,2.772588722,1.386294361,1.673976434,1.673976434,1.673976434,1.386294361,1.673976434,1.673976434,NA,NA,2.772588722,NA,2.772588722,NA,2.772588722,2.772588722,NA,NA,NA,2.772588722,2.079441542,2.772588722,2.079441542,NA,2.079441542,2.772588722,2.079441542,NA,2.772588722,1.673976434,NA,NA,2.079441542,1.386294361,NA,2.772588722,NA,1.386294361,1.673976434,NA,2.772588722,2.772588722,2.079441542,NA,2.772588722,NA,2.772588722,2.079441542,2.772588722,2.772588722,2.772588722,2.079441542,2.079441542,NA,2.772588722,2.772588722,NA,NA,1.673976434,2.772588722,2.772588722,2.772588722,NA,2.772588722,2.079441542,NA,2.079441542,NA,2.772588722,2.772588722,2.079441542,2.772588722,2.772588722,NA,2.079441542,2.079441542,2.772588722,NA,NA,2.079441542,NA,2.079441542,2.772588722,NA,NA,2.772588722,2.079441542,2.772588722,2.772588722,1.673976434,2.079441542,1.386294361,2.772588722,0.980829253,0.826678573,1.673976434,1.673976434,2.079441542,2.079441542,NA,1.16315081,NA,1.673976434,NA,2.079441542,2.772588722,1.386294361,1.673976434,2.079441542,1.673976434,2.772588722,1.673976434,1.386294361,1.386294361,2.772588722,NA,2.079441542,NA,1.16315081,NA,1.386294361,1.673976434,NA,2.772588722,2.079441542,1.386294361,0.980829253,2.079441542,1.386294361,1.386294361,1.673976434,NA,2.772588722,1.673976434,2.772588722,NA,2.772588722,2.772588722,NA,NA,NA,2.772588722,NA,2.772588722,NA,NA,NA,2.772588722,2.772588722,2.772588722,2.772588722,2.772588722,NA,2.772588722,2.772588722,2.772588722,1.386294361,NA,1.673976434,1.386294361,NA,NA,1.386294361,1.386294361,NA,NA,1.386294361,2.079441542,1.386294361,2.079441542,1.16315081,1.386294361,1.673976434,2.079441542,NA,1.673976434,2.079441542,1.386294361,2.772588722,NA,1.673976434,1.386294361,1.673976434,2.772588722,2.772588722,2.772588722,NA,1.386294361,2.772588722,2.772588722,NA,NA,2.772588722,2.772588722,2.079441542,2.079441542,NA,2.079441542,1.673976434,1.673976434,NA,1.673976434,1.673976434,2.079441542,2.079441542,2.079441542,NA,NA,1.386294361,2.079441542,2.079441542,2.079441542,NA,1.673976434,2.079441542,1.386294361,1.386294361,2.079441542,2.772588722,2.772588722,2.079441542,1.16315081,0.980829253,NA,1.16315081,1.673976434,1.16315081,1.673976434,1.673976434,NA,1.673976434,2.772588722,2.772588722,2.079441542,1.673976434,1.673976434,1.386294361,1.16315081,0.980829253,NA,1.386294361,2.772588722,2.079441542,NA,1.16315081,2.772588722,2.079441542,2.079441542,2.079441542,2.772588722,1.386294361,2.772588722,2.079441542,1.673976434,2.079441542,2.079441542,2.079441542,2.079441542,2.079441542,1.673976434,NA,2.772588722,NA,NA,NA,NA,NA,NA,2.079441542,2.079441542,1.673976434,1.673976434,NA,NA,NA,NA,NA,2.079441542,1.673976434,NA,1.673976434,1.673976434,1.673976434,NA,NA,1.386294361,1.386294361,2.079441542,2.079441542,1.673976434,2.772588722,NA,1.386294361,2.079441542,1.673976434,1.386294361,1.673976434,1.673976434,2.079441542,1.386294361,2.079441542,1.673976434,2.772588722
